name,maniqa
IS_III_C01_D01.jpg,0.3568481504917145
IS_III_C01_D02.jpg,0.26252973079681396
IS_III_C01_D03.jpg,0.2786170542240143
IS_III_C01_D04.jpg,0.25874629616737366
IS_III_C01_D05.jpg,0.269805908203125
IS_III_C01_D06.jpg,0.2032124400138855
IS_III_C01_D07.jpg,0.21469150483608246
IS_III_C01_D08.jpg,0.2618776857852936
IS_III_C01_D09.jpg,0.2965712547302246
IS_III_C01_D10.jpg,0.2020552009344101
IS_III_C01_D11.jpg,0.3201577961444855
IS_III_C01_D12.jpg,0.2402997761964798
IS_III_C01_D13.jpg,0.21087656915187836
IS_III_C02_D01.jpg,0.4868491291999817
IS_III_C02_D02.jpg,0.38741427659988403
IS_III_C02_D03.jpg,0.2854127287864685
IS_III_C02_D05.jpg,0.1789226084947586
IS_III_C02_D06.jpg,0.16396988928318024
IS_III_C02_D07.jpg,0.2275715172290802
IS_III_C02_D08.jpg,0.3238983750343323
IS_III_C02_D09.jpg,0.3395064175128937
IS_III_C02_D10.jpg,0.20387223362922668
IS_III_C02_D11.jpg,0.3447750508785248
IS_III_C02_D12.jpg,0.30026909708976746
IS_III_C02_D13.jpg,0.28338879346847534
IS_III_C03_D01.jpg,0.5641961693763733
IS_III_C03_D02.jpg,0.37162744998931885
IS_III_C03_D03.jpg,0.3735300302505493
IS_III_C03_D04.jpg,0.14538630843162537
IS_III_C03_D05.jpg,0.07430209219455719
IS_III_C03_D06.jpg,0.13151724636554718
IS_III_C03_D07.jpg,0.14876481890678406
IS_III_C03_D09.jpg,0.34403347969055176
IS_III_C03_D10.jpg,0.09558942914009094
IS_III_C03_D11.jpg,0.3729078471660614
IS_III_C03_D12.jpg,0.1988520324230194
IS_III_C03_D13.jpg,0.20829898118972778
IS_III_C04_D01.jpg,0.5459720492362976
IS_III_C04_D02.jpg,0.37795984745025635
IS_III_C04_D03.jpg,0.4313802123069763
IS_III_C04_D04.jpg,0.396502822637558
IS_III_C04_D05.jpg,0.3539915382862091
IS_III_C04_D06.jpg,0.31899622082710266
IS_III_C04_D07.jpg,0.3360385298728943
IS_III_C04_D08.jpg,0.3758183717727661
IS_III_C04_D09.jpg,0.3954550623893738
IS_III_C04_D10.jpg,0.35268375277519226
IS_III_C04_D11.jpg,0.4025131165981293
IS_III_C04_D13.jpg,0.373092919588089
IS_III_C05_D01.jpg,0.4365423023700714
IS_III_C05_D02.jpg,0.34994372725486755
IS_III_C05_D03.jpg,0.36269518733024597
IS_III_C05_D04.jpg,0.23467974364757538
IS_III_C05_D05.jpg,0.31582388281822205
IS_III_C05_D06.jpg,0.24192294478416443
IS_III_C05_D07.jpg,0.24214966595172882
IS_III_C05_D08.jpg,0.3330259919166565
IS_III_C05_D09.jpg,0.3243982195854187
IS_III_C05_D10.jpg,0.3054511845111847
IS_III_C05_D11.jpg,0.37755003571510315
IS_III_C05_D12.jpg,0.3127026855945587
IS_III_C05_D13.jpg,0.27401202917099
IS_III_C06_D01.jpg,0.5147517919540405
IS_III_C06_D02.jpg,0.4285331666469574
IS_III_C02_D04.jpg,0.22453489899635315
IS_III_C03_D08.jpg,0.25455713272094727
IS_III_C04_D12.jpg,0.36235135793685913
IS_III_C06_D03.jpg,0.4409501254558563
IS_II_C01_D07.jpg,0.35239002108573914
IS_II_C02_D11.jpg,0.39862021803855896
IS_II_C04_D02.jpg,0.3717222213745117
IS_II_C05_D06.jpg,0.34815606474876404
IS_II_C06_D10.jpg,0.31508347392082214
IS_IV_C02_D01.jpg,0.3056207597255707
IS_IV_C03_D05.jpg,0.24792316555976868
IS_IV_C04_D09.jpg,0.3388330638408661
IS_IV_C05_D13.jpg,0.4248516261577606
IS_I_C01_D04.jpg,0.19750691950321198
IS_I_C02_D07.jpg,0.2540196478366852
IS_I_C03_D10.jpg,0.20456203818321228
IS_I_C04_D13.jpg,0.41983136534690857
IS_I_C06_D02.jpg,0.32018038630485535
IS_VI_C01_D05.jpg,0.14975038170814514
IS_VI_C02_D08.jpg,0.3093564808368683
IS_VI_C03_D11.jpg,0.25205570459365845
IS_VI_C06_D14.jpg,0.30535492300987244
IS_VI_C08_D03.jpg,0.2399265617132187
IS_V_C01_D06.jpg,0.2694467306137085
IS_V_C02_D11.jpg,0.21278566122055054
IS_V_C05_D04.jpg,0.13630053400993347
IS_III_C06_D04.jpg,0.28849858045578003
IS_III_C06_D05.jpg,0.35283032059669495
IS_III_C06_D06.jpg,0.2936607599258423
IS_III_C06_D07.jpg,0.3072974681854248
