name,mos,std
10004473376.jpg,4.64516129032258,0.515235874474836
10007357496.jpg,3.98305084745763,0.656309573288893
10007903636.jpg,4.60344827586207,0.560064381399822
10009096245.jpg,4.21818181818182,0.658024796642674
100117038.jpg,4.12903225806452,0.712508175799901
10012398043.jpg,3.75438596491228,0.931218513454011
10013822223.jpg,4.06896551724138,0.697415503666925
10014002683.jpg,4.03225806451613,0.886469178506559
10017119924.jpg,3.90322580645161,0.740174490268626
10020766793.jpg,4.41538461538462,0.704723077091006
10020891105.jpg,3.6031746031746,0.793922124638027
10022757465.jpg,3.93877551020408,0.826845493056445
10022844623.jpg,4.10909090909091,0.785817038189181
10027545463.jpg,4.30188679245283,0.82240046534467
10027582235.jpg,4.5,0.671550736844851
10029841663.jpg,4.0,0.8304547985374
10031298826.jpg,3.46938775510204,0.937684222262629
10031913154.jpg,4.08333333333333,0.829369101995386
10039534103.jpg,4.078125,0.782845592835664
10041870415.jpg,4.07692307692308,0.713873507433484
10043785683.jpg,4.08620689655172,0.843644615430328
10047832035.jpg,4.46428571428571,0.659594523222362
10048365153.jpg,3.51666666666667,0.79172985177527
10050349236.jpg,2.35087719298246,0.855470381681819
10058760545.jpg,1.54098360655738,0.672650738789041
10059344614.jpg,4.14285714285714,0.779932645089033
10061596254.jpg,3.14545454545455,0.803192284025342
10067457634.jpg,4.42553191489362,0.744390058196579
10068507976.jpg,3.43636363636364,0.957690825460763
10068778516.jpg,4.125,0.810443200858754
10069534975.jpg,4.28571428571429,0.731481329266124
10071864114.jpg,4.17857142857143,0.716231117019509
10075168775.jpg,4.31884057971014,0.776355619378668
10077468576.jpg,4.04918032786885,0.902334555624035
10077880165.jpg,2.13559322033898,0.860184966449059
10079711433.jpg,4.16393442622951,0.711344451698155
10082923485.jpg,3.53968253968254,0.779275859587208
10086300493.jpg,3.83333333333333,0.756171192121779
100882570.jpg,3.82142857142857,0.855084107657739
10089027076.jpg,1.8125,0.814062904632322
10089177336.jpg,4.15789473684211,0.797081141330456
10091520555.jpg,2.57407407407407,0.860053790591839
10093057603.jpg,3.98275862068966,0.783410880305169
10094235786.jpg,3.71929824561404,0.839948679659152
10110458216.jpg,3.73770491803279,0.85443235238885
10111411235.jpg,1.84615384615385,0.814531484021053
10113730664.jpg,4.09677419354839,0.783219028456424
10115071674.jpg,4.33870967741935,0.625772922390076
10118773964.jpg,3.46551724137931,0.821114288717543
10121813934.jpg,3.93103448275862,0.9708391914381
10125013364.jpg,2.77049180327869,1.0861774352126
10126177964.jpg,4.50793650793651,0.6444055994084
10126857344.jpg,4.18181818181818,0.909929682982168
