name,fsim
I01_01_01.png,0.9999998211860657
I01_01_02.png,0.9984557628631592
I01_01_03.png,0.9847403168678284
I01_01_04.png,0.9378032088279724
I01_01_05.png,0.8196470737457275
I01_02_01.png,0.9951896667480469
I01_02_02.png,0.9793223142623901
I01_02_03.png,0.9165090322494507
I01_02_04.png,0.8558850288391113
I01_02_05.png,0.8147773742675781
I01_03_01.png,0.9999998211860657
I01_03_02.png,0.9956045150756836
I01_03_03.png,0.9809126853942871
I01_03_04.png,0.9612085223197937
I01_03_05.png,0.8948996663093567
I01_04_01.png,0.9982931613922119
I01_04_02.png,0.9210395216941833
I01_04_03.png,0.8295271992683411
I01_04_04.png,0.794877827167511
I01_04_05.png,0.7428894639015198
I01_05_01.png,0.9851589202880859
I01_05_02.png,0.9608268737792969
I01_05_03.png,0.9467743039131165
I01_05_04.png,0.9460480213165283
I01_05_05.png,0.9476760029792786
I01_06_01.png,0.9882157444953918
I01_06_02.png,0.9844775795936584
I01_06_03.png,0.9780026078224182
I01_06_04.png,0.9535806775093079
I01_06_05.png,0.9128814935684204
I01_07_01.png,0.9553111791610718
I01_07_02.png,0.9208229184150696
I01_07_03.png,0.8984092473983765
I01_07_04.png,0.8685921430587769
I01_07_05.png,0.8124065399169922
I01_08_01.png,0.9999998211860657
I01_08_02.png,0.9552603960037231
I01_08_03.png,0.9200379252433777
I01_08_04.png,0.8133939504623413
I01_08_05.png,0.7405514717102051
I01_09_01.png,0.9979000091552734
I01_09_02.png,0.9901851415634155
I01_09_03.png,0.981711208820343
I01_09_04.png,0.9429337978363037
I01_09_05.png,0.8673247694969177
I01_10_01.png,0.989372968673706
I01_10_02.png,0.9864916801452637
I01_10_03.png,0.9768771529197693
I01_10_04.png,0.877699613571167
I01_10_05.png,0.7791060209274292
I01_11_01.png,0.9816802144050598
I01_11_02.png,0.9667307138442993
I01_11_03.png,0.9520633220672607
I01_11_04.png,0.9271471500396729
I01_11_05.png,0.8803625106811523
I01_12_01.png,0.9941916465759277
I01_12_02.png,0.9737043976783752
I01_12_03.png,0.9529546499252319
I01_12_04.png,0.9160733819007874
I01_12_05.png,0.8882209658622742
I01_13_01.png,0.99613356590271
I01_13_02.png,0.9800700545310974
I01_13_03.png,0.959982693195343
I01_13_04.png,0.9269740581512451
I01_13_05.png,0.8923822045326233
I01_14_01.png,0.9947322607040405
I01_14_02.png,0.9767170548439026
I01_14_03.png,0.9577322602272034
I01_14_04.png,0.9267323017120361
I01_14_05.png,0.8664743900299072
I01_15_01.png,0.9539883732795715
I01_15_02.png,0.9267407059669495
I01_15_03.png,0.9089917540550232
I01_15_04.png,0.8640888929367065
I01_15_05.png,0.8168381452560425
I01_16_01.png,0.998099148273468
I01_16_02.png,0.993218719959259
I01_16_03.png,0.9756170511245728
I01_16_04.png,0.9215245842933655
