name,dists
I01_01_01.png,-1.1920928955078125e-07
I01_01_02.png,0.026333212852478027
I01_01_03.png,0.12982439994812012
I01_01_04.png,0.23502707481384277
I01_01_05.png,0.3700186610221863
I01_02_01.png,0.0707513689994812
I01_02_02.png,0.14776301383972168
I01_02_03.png,0.2513546943664551
I01_02_04.png,0.3051690459251404
I01_02_05.png,0.35306334495544434
I01_03_01.png,-1.1920928955078125e-07
I01_03_02.png,0.05254983901977539
I01_03_03.png,0.12509441375732422
I01_03_04.png,0.16775810718536377
I01_03_05.png,0.24851125478744507
I01_04_01.png,0.04393738508224487
I01_04_02.png,0.16205793619155884
I01_04_03.png,0.24675202369689941
I01_04_04.png,0.2838621735572815
I01_04_05.png,0.33843594789505005
I01_05_01.png,0.06567591428756714
I01_05_02.png,0.1268598437309265
I01_05_03.png,0.15593743324279785
I01_05_04.png,0.1632029414176941
I01_05_05.png,0.15785789489746094
I01_06_01.png,0.15405964851379395
I01_06_02.png,0.16897529363632202
I01_06_03.png,0.1916763186454773
I01_06_04.png,0.2502449154853821
I01_06_05.png,0.31676656007766724
I01_07_01.png,0.09649431705474854
I01_07_02.png,0.14189505577087402
I01_07_03.png,0.16253435611724854
I01_07_04.png,0.1851884126663208
I01_07_05.png,0.2209157943725586
I01_08_01.png,-1.1920928955078125e-07
I01_08_02.png,0.0862000584602356
I01_08_03.png,0.14834189414978027
I01_08_04.png,0.21374821662902832
I01_08_05.png,0.2607124447822571
I01_09_01.png,0.0178372859954834
I01_09_02.png,0.06278020143508911
I01_09_03.png,0.0959509015083313
I01_09_04.png,0.2065475583076477
I01_09_05.png,0.30118632316589355
I01_10_01.png,0.10575252771377563
I01_10_02.png,0.11213243007659912
I01_10_03.png,0.1532820463180542
I01_10_04.png,0.3001976013183594
I01_10_05.png,0.36431336402893066
I01_11_01.png,0.14118057489395142
I01_11_02.png,0.17736327648162842
I01_11_03.png,0.20052814483642578
I01_11_04.png,0.24502032995224
I01_11_05.png,0.2929891347885132
I01_12_01.png,0.08218657970428467
I01_12_02.png,0.166983962059021
I01_12_03.png,0.21484267711639404
I01_12_04.png,0.2633993625640869
I01_12_05.png,0.2983318567276001
I01_13_01.png,0.06914567947387695
I01_13_02.png,0.15595537424087524
I01_13_03.png,0.18677228689193726
I01_13_04.png,0.22587406635284424
I01_13_05.png,0.25633692741394043
I01_14_01.png,0.0556522011756897
I01_14_02.png,0.1148000955581665
I01_14_03.png,0.15293389558792114
I01_14_04.png,0.19219571352005005
I01_14_05.png,0.25724565982818604
I01_15_01.png,0.13944149017333984
I01_15_02.png,0.20597553253173828
I01_15_03.png,0.2589251399040222
I01_15_04.png,0.3313760757446289
I01_15_05.png,0.38650137186050415
I01_16_01.png,0.0037853121757507324
I01_16_02.png,0.01077723503112793
I01_16_03.png,0.03234744071960449
I01_16_04.png,0.08041393756866455
I01_16_05.png,0.14305931329727173
I01_17_01.png,0.0016294121742248535
I01_17_02.png,0.004870474338531494
I01_17_03.png,0.020067334175109863
I01_17_04.png,0.07004743814468384
I01_17_05.png,0.22023552656173706
I01_18_01.png,0.012736260890960693
I01_18_02.png,0.0037221908569335938
I01_18_03.png,-1.1920928955078125e-07
I01_18_04.png,0.024591445922851562
I01_18_05.png,0.05775219202041626
I01_19_01.png,0.015584349632263184
I01_19_02.png,0.0699964165687561
I01_19_03.png,0.1958402395248413
I01_19_04.png,0.30857038497924805
I01_19_05.png,0.4091516137123108
I01_20_01.png,0.008575022220611572
I01_20_02.png,0.025182664394378662
I01_20_03.png,0.0402301549911499
I01_20_04.png,0.052270710468292236
I01_20_05.png,0.04914247989654541
I01_21_01.png,0.08136212825775146
I01_21_02.png,0.14031195640563965
I01_21_03.png,0.15539056062698364
I01_21_04.png,0.19551783800125122
I01_21_05.png,0.3301087021827698
I01_22_01.png,0.07187145948410034
I01_22_02.png,0.08437705039978027
I01_22_03.png,0.09888017177581787
I01_22_04.png,0.13974803686141968
I01_22_05.png,0.17577838897705078
I01_23_01.png,0.027981102466583252
I01_23_02.png,0.04301595687866211
I01_23_03.png,0.07602798938751221
I01_23_04.png,0.07537829875946045
I01_23_05.png,0.10270547866821289
I01_24_01.png,0.08407914638519287
I01_24_02.png,0.13304728269577026
I01_24_03.png,0.16322922706604004
I01_24_04.png,0.22238361835479736
I01_24_05.png,0.28479820489883423
I01_25_01.png,0.08048194646835327
I01_25_02.png,0.046868979930877686
I01_25_03.png,0.02034449577331543
I01_25_04.png,0.02463752031326294
I01_25_05.png,0.07249701023101807
I02_01_01.png,-1.1920928955078125e-07
I02_01_02.png,0.038265228271484375
I02_01_03.png,0.15818440914154053
I02_01_04.png,0.2769031524658203
I02_01_05.png,0.4182741045951843
I02_02_01.png,0.08900433778762817
I02_02_02.png,0.18410921096801758
I02_02_03.png,0.2904810309410095
I02_02_04.png,0.3453754782676697
I02_02_05.png,0.390358030796051
I02_03_01.png,-1.1920928955078125e-07
I02_03_02.png,0.07568687200546265
I02_03_03.png,0.18921256065368652
I02_03_04.png,0.23681765794754028
I02_03_05.png,0.33102452754974365
I02_04_01.png,0.0656384825706482
I02_04_02.png,0.1437569260597229
I02_04_03.png,0.2122771143913269
I02_04_04.png,0.2321569323539734
I02_04_05.png,0.25366640090942383
I02_05_01.png,0.0788988471031189
I02_05_02.png,0.15642952919006348
I02_05_03.png,0.1821357011795044
I02_05_04.png,0.1939069628715515
I02_05_05.png,0.1842021346092224
I02_06_01.png,0.09922802448272705
I02_06_02.png,0.11196058988571167
I02_06_03.png,0.1401916742324829
I02_06_04.png,0.1965910792350769
I02_06_05.png,0.2567267417907715
I02_07_01.png,0.0801854133605957
I02_07_02.png,0.14894235134124756
I02_07_03.png,0.179426908493042
I02_07_04.png,0.1962704062461853
I02_07_05.png,0.2002490758895874
I02_08_01.png,-1.1920928955078125e-07
I02_08_02.png,0.09189718961715698
I02_08_03.png,0.1622677445411682
I02_08_04.png,0.23488986492156982
I02_08_05.png,0.26595592498779297
I02_09_01.png,0.14016079902648926
I02_09_02.png,0.23330658674240112
I02_09_03.png,0.27093178033828735
I02_09_04.png,0.32911330461502075
I02_09_05.png,0.38173896074295044
I02_10_01.png,0.11224311590194702
I02_10_02.png,0.12812912464141846
I02_10_03.png,0.14841097593307495
I02_10_04.png,0.2926521301269531
I02_10_05.png,0.365042507648468
I02_11_01.png,0.07165569067001343
I02_11_02.png,0.10513496398925781
I02_11_03.png,0.13398653268814087
I02_11_04.png,0.17943769693374634
I02_11_05.png,0.25014764070510864
I02_12_01.png,0.04204106330871582
I02_12_02.png,0.10170799493789673
I02_12_03.png,0.1411827802658081
I02_12_04.png,0.2148803472518921
I02_12_05.png,0.24489402770996094
I02_13_01.png,0.03513365983963013
I02_13_02.png,0.08952754735946655
I02_13_03.png,0.1220654845237732
I02_13_04.png,0.16493791341781616
I02_13_05.png,0.20668083429336548
I02_14_01.png,0.034830689430236816
I02_14_02.png,0.07571572065353394
I02_14_03.png,0.09533917903900146
I02_14_04.png,0.1309095025062561
I02_14_05.png,0.19984668493270874
I02_15_01.png,0.16456466913223267
I02_15_02.png,0.21392321586608887
I02_15_03.png,0.2579329013824463
I02_15_04.png,0.32157230377197266
I02_15_05.png,0.36941754817962646
I02_16_01.png,0.005420804023742676
I02_16_02.png,0.014937400817871094
I02_16_03.png,0.0393335223197937
I02_16_04.png,0.10576194524765015
I02_16_05.png,0.17379456758499146
I02_17_01.png,0.0023710131645202637
I02_17_02.png,0.007208824157714844
I02_17_03.png,0.021980643272399902
I02_17_04.png,0.0683286190032959
I02_17_05.png,0.21338564157485962
I02_18_01.png,0.034815430641174316
I02_18_02.png,0.013181328773498535
I02_18_03.png,-1.1920928955078125e-07
I02_18_04.png,0.03421443700790405
I02_18_05.png,0.07570171356201172
I02_19_01.png,0.024926841259002686
I02_19_02.png,0.050436317920684814
