name,lpips-vgg
I01_01_01.png,0.0
I01_01_02.png,0.013630867004394531
I01_01_03.png,0.10730049014091492
I01_01_04.png,0.2555364668369293
I01_01_05.png,0.49428805708885193
I01_02_01.png,0.04726538062095642
I01_02_02.png,0.1343163251876831
I01_02_03.png,0.2908462882041931
I01_02_04.png,0.4057251214981079
I01_02_05.png,0.47457143664360046
I01_03_01.png,0.0
I01_03_02.png,0.03586951643228531
I01_03_03.png,0.11403560638427734
I01_03_04.png,0.17812465131282806
I01_03_05.png,0.30646300315856934
I01_04_01.png,0.0356157124042511
I01_04_02.png,0.2632361948490143
I01_04_03.png,0.3694920837879181
I01_04_04.png,0.417450487613678
I01_04_05.png,0.5345933437347412
I01_05_01.png,0.030856329947710037
I01_05_02.png,0.07114072144031525
I01_05_03.png,0.08832918852567673
I01_05_04.png,0.09045493602752686
I01_05_05.png,0.0898909717798233
I01_06_01.png,0.3099580705165863
I01_06_02.png,0.34935814142227173
I01_06_03.png,0.3957477807998657
I01_06_04.png,0.4703454375267029
I01_06_05.png,0.5532242059707642
I01_07_01.png,0.11323973536491394
I01_07_02.png,0.20464105904102325
I01_07_03.png,0.25732550024986267
I01_07_04.png,0.32178476452827454
I01_07_05.png,0.5232324600219727
I01_08_01.png,0.0
I01_08_02.png,0.1599668264389038
I01_08_03.png,0.24333709478378296
I01_08_04.png,0.3506200313568115
I01_08_05.png,0.4896203279495239
I01_09_01.png,0.04965713620185852
I01_09_02.png,0.15922725200653076
I01_09_03.png,0.20702020823955536
I01_09_04.png,0.3666969835758209
I01_09_05.png,0.49303895235061646
I01_10_01.png,0.18370211124420166
I01_10_02.png,0.21179786324501038
I01_10_03.png,0.3014694154262543
I01_10_04.png,0.5115727782249451
I01_10_05.png,0.5803487300872803
I01_11_01.png,0.2810610830783844
I01_11_02.png,0.35514819622039795
I01_11_03.png,0.39444342255592346
I01_11_04.png,0.4502811133861542
I01_11_05.png,0.5228424668312073
I01_12_01.png,0.1801280379295349
I01_12_02.png,0.3424387574195862
I01_12_03.png,0.4152988791465759
I01_12_04.png,0.4929738938808441
I01_12_05.png,0.5279483795166016
I01_13_01.png,0.19855943322181702
I01_13_02.png,0.33708155155181885
I01_13_03.png,0.3866371810436249
I01_13_04.png,0.4509906768798828
I01_13_05.png,0.49472635984420776
I01_14_01.png,0.13435645401477814
I01_14_02.png,0.2844933569431305
I01_14_03.png,0.3516331911087036
I01_14_04.png,0.42252376675605774
I01_14_05.png,0.5130103230476379
I01_15_01.png,0.26240962743759155
I01_15_02.png,0.36063480377197266
I01_15_03.png,0.4258313477039337
I01_15_04.png,0.5164297819137573
I01_15_05.png,0.5797432661056519
I01_16_01.png,0.004674476571381092
I01_16_02.png,0.011422224342823029
I01_16_03.png,0.03557192161679268
I01_16_04.png,0.11944377422332764
I01_16_05.png,0.31172800064086914
I01_17_01.png,0.0022714228834956884
I01_17_02.png,0.007015327922999859
I01_17_03.png,0.023068759590387344
I01_17_04.png,0.08437344431877136
I01_17_05.png,0.29559487104415894
I01_18_01.png,0.011039495468139648
I01_18_02.png,0.004102152306586504
I01_18_03.png,0.0
I01_18_04.png,0.019726213067770004
I01_18_05.png,0.05498664453625679
I01_19_01.png,0.009238320402801037
I01_19_02.png,0.03736221045255661
I01_19_03.png,0.11876683682203293
I01_19_04.png,0.2743717133998871
I01_19_05.png,0.412610799074173
I01_20_01.png,0.01660463586449623
I01_20_02.png,0.04363420978188515
I01_20_03.png,0.05418098717927933
I01_20_04.png,0.07280059903860092
I01_20_05.png,0.09125687181949615
I01_21_01.png,0.08076876401901245
I01_21_02.png,0.13127948343753815
I01_21_03.png,0.15687386691570282
I01_21_04.png,0.21941232681274414
I01_21_05.png,0.4107271432876587
I01_22_01.png,0.1914784014225006
I01_22_02.png,0.22061757743358612
I01_22_03.png,0.2631544768810272
I01_22_04.png,0.32829785346984863
I01_22_05.png,0.4095475673675537
I01_23_01.png,0.026882555335760117
I01_23_02.png,0.04934290423989296
I01_23_03.png,0.07922053337097168
I01_23_04.png,0.10465367138385773
I01_23_05.png,0.1186102032661438
I01_24_01.png,0.09568442404270172
I01_24_02.png,0.18289920687675476
I01_24_03.png,0.24374225735664368
I01_24_04.png,0.3480059504508972
I01_24_05.png,0.4461255967617035
I01_25_01.png,0.07889960706233978
I01_25_02.png,0.04421086236834526
I01_25_03.png,0.01930670626461506
I01_25_04.png,0.03016611747443676
I01_25_05.png,0.11561285704374313
I02_01_01.png,0.0
I02_01_02.png,0.03342341631650925
I02_01_03.png,0.24023044109344482
I02_01_04.png,0.4618750512599945
I02_01_05.png,0.7041802406311035
I02_02_01.png,0.1147337481379509
I02_02_02.png,0.30439284443855286
I02_02_03.png,0.5078054666519165
I02_02_04.png,0.6203799247741699
I02_02_05.png,0.6883116960525513
I02_03_01.png,0.0
I02_03_02.png,0.08305224776268005
I02_03_03.png,0.2807050049304962
I02_03_04.png,0.3715302050113678
I02_03_05.png,0.5046767592430115
I02_04_01.png,0.07188865542411804
I02_04_02.png,0.1850166618824005
I02_04_03.png,0.3133658468723297
I02_04_04.png,0.3595598340034485
I02_04_05.png,0.4200400412082672
I02_05_01.png,0.11668290197849274
I02_05_02.png,0.20076671242713928
I02_05_03.png,0.23433047533035278
I02_05_04.png,0.25150999426841736
I02_05_05.png,0.23688948154449463
I02_06_01.png,0.129405677318573
I02_06_02.png,0.15255609154701233
I02_06_03.png,0.18998971581459045
I02_06_04.png,0.26537108421325684
I02_06_05.png,0.39215990900993347
I02_07_01.png,0.08967822045087814
I02_07_02.png,0.15827049314975739
I02_07_03.png,0.18788188695907593
I02_07_04.png,0.2101256400346756
I02_07_05.png,0.2691359221935272
I02_08_01.png,0.0
I02_08_02.png,0.07807979732751846
I02_08_03.png,0.17194990813732147
I02_08_04.png,0.3155973553657532
I02_08_05.png,0.3911389708518982
I02_09_01.png,0.1928592324256897
I02_09_02.png,0.35150420665740967
I02_09_03.png,0.4162486791610718
I02_09_04.png,0.5593335628509521
I02_09_05.png,0.6738390922546387
I02_10_01.png,0.18392683565616608
I02_10_02.png,0.20935380458831787
I02_10_03.png,0.270839124917984
I02_10_04.png,0.5250929594039917
I02_10_05.png,0.6460041999816895
I02_11_01.png,0.09633204340934753
I02_11_02.png,0.14583829045295715
I02_11_03.png,0.18515469133853912
I02_11_04.png,0.2409549057483673
I02_11_05.png,0.3352048099040985
I02_12_01.png,0.04971401020884514
I02_12_02.png,0.13205401599407196
I02_12_03.png,0.19999733567237854
I02_12_04.png,0.27886098623275757
I02_12_05.png,0.32564353942871094
I02_13_01.png,0.04690044745802879
I02_13_02.png,0.14262263476848602
I02_13_03.png,0.20521143078804016
I02_13_04.png,0.2798033654689789
I02_13_05.png,0.33623749017715454
I02_14_01.png,0.041993726044893265
I02_14_02.png,0.09029531478881836
I02_14_03.png,0.12640592455863953
I02_14_04.png,0.17894282937049866
I02_14_05.png,0.27670323848724365
I02_15_01.png,0.288778692483902
I02_15_02.png,0.4085521697998047
I02_15_03.png,0.4703396260738373
I02_15_04.png,0.5440546274185181
I02_15_05.png,0.5917716026306152
I02_16_01.png,0.003090954152867198
I02_16_02.png,0.010632853955030441
I02_16_03.png,0.039104267954826355
I02_16_04.png,0.14367103576660156
I02_16_05.png,0.2547883093357086
I02_17_01.png,0.0011439387453719974
I02_17_02.png,0.003878144547343254
I02_17_03.png,0.01494628842920065
I02_17_04.png,0.06918303668498993
I02_17_05.png,0.3926069140434265
I02_18_01.png,0.033444833010435104
I02_18_02.png,0.012067235074937344
I02_18_03.png,0.0
I02_18_04.png,0.0285838283598423
I02_18_05.png,0.09603501111268997
I02_19_01.png,0.01895873434841633
I02_19_02.png,0.051395829766988754
I02_19_03.png,0.18032027781009674
I02_19_04.png,0.4293833374977112
I02_19_05.png,0.5339088439941406
I02_20_01.png,0.0215171929448843
I02_20_02.png,0.03923772647976875
I02_20_03.png,0.046767912805080414
I02_20_04.png,0.06775214523077011
I02_20_05.png,0.0807378962635994
I02_21_01.png,0.17133991420269012
I02_21_02.png,0.26296117901802063
I02_21_03.png,0.27804023027420044
I02_21_04.png,0.3320167660713196
I02_21_05.png,0.5757169723510742
I02_22_01.png,0.04202626645565033
I02_22_02.png,0.062290988862514496
I02_22_03.png,0.08678299188613892
I02_22_04.png,0.12086449563503265
I02_22_05.png,0.1543961763381958
I02_23_01.png,0.026190118864178658
I02_23_02.png,0.04585748165845871
I02_23_03.png,0.06209609657526016
I02_23_04.png,0.08454789966344833
I02_23_05.png,0.08668799698352814
I02_24_01.png,0.08911728858947754
I02_24_02.png,0.18143096566200256
I02_24_03.png,0.24589836597442627
I02_24_04.png,0.3484306335449219
I02_24_05.png,0.4287489056587219
I02_25_01.png,0.12870286405086517
I02_25_02.png,0.06037852168083191
I02_25_03.png,0.022000707685947418
I02_25_04.png,0.02446184866130352
I02_25_05.png,0.08876459300518036
I03_01_01.png,0.0
I03_01_02.png,0.01505344733595848
I03_01_03.png,0.11313855648040771
I03_01_04.png,0.25792843103408813
I03_01_05.png,0.4843898415565491
I03_02_01.png,0.0517018623650074
I03_02_02.png,0.14277158677577972
I03_02_03.png,0.3022432327270508
I03_02_04.png,0.4142327308654785
I03_02_05.png,0.49210324883461
I03_03_01.png,0.0
I03_03_02.png,0.03414503484964371
I03_03_03.png,0.10913452506065369
I03_03_04.png,0.19197502732276917
I03_03_05.png,0.3293069303035736
I03_04_01.png,0.10309919714927673
I03_04_02.png,0.2969024181365967
I03_04_03.png,0.45644107460975647
I03_04_04.png,0.5163769721984863
I03_04_05.png,0.5602551698684692
I03_05_01.png,0.02761227637529373
I03_05_02.png,0.10557945817708969
I03_05_03.png,0.15165266394615173
I03_05_04.png,0.16642075777053833
I03_05_05.png,0.1670008897781372
I03_06_01.png,0.2329120934009552
I03_06_02.png,0.23388919234275818
I03_06_03.png,0.2651064991950989
I03_06_04.png,0.3175470530986786
I03_06_05.png,0.4048933684825897
I03_07_01.png,0.1504863202571869
I03_07_02.png,0.30110466480255127
I03_07_03.png,0.41290387511253357
I03_07_04.png,0.53121018409729
I03_07_05.png,0.6480309963226318
I03_08_01.png,0.0
I03_08_02.png,0.13981109857559204
I03_08_03.png,0.2181888222694397
I03_08_04.png,0.33290937542915344
I03_08_05.png,0.37652647495269775
I03_09_01.png,0.08102881908416748
I03_09_02.png,0.1756654679775238
I03_09_03.png,0.2236112356185913
I03_09_04.png,0.37156984210014343
I03_09_05.png,0.5001972913742065
I03_10_01.png,0.14036908745765686
I03_10_02.png,0.15535444021224976
I03_10_03.png,0.19338476657867432
I03_10_04.png,0.3707089424133301
I03_10_05.png,0.49176621437072754
I03_11_01.png,0.1515396386384964
I03_11_02.png,0.21325789391994476
I03_11_03.png,0.24973084032535553
I03_11_04.png,0.30115237832069397
I03_11_05.png,0.3921915292739868
I03_12_01.png,0.09132938832044601
I03_12_02.png,0.1955999881029129
I03_12_03.png,0.2639457881450653
I03_12_04.png,0.34769007563591003
I03_12_05.png,0.39481422305107117
I03_13_01.png,0.05416262149810791
I03_13_02.png,0.16260625422000885
I03_13_03.png,0.22772298753261566
I03_13_04.png,0.2951088547706604
I03_13_05.png,0.3498563766479492
I03_14_01.png,0.09233515709638596
I03_14_02.png,0.19673773646354675
I03_14_03.png,0.26520296931266785
I03_14_04.png,0.3467475175857544
I03_14_05.png,0.454275906085968
I03_15_01.png,0.1586754024028778
I03_15_02.png,0.25065967440605164
I03_15_03.png,0.30866873264312744
I03_15_04.png,0.41836223006248474
I03_15_05.png,0.492234468460083
I03_16_01.png,0.003709035459905863
I03_16_02.png,0.01193268783390522
I03_16_03.png,0.04470774158835411
I03_16_04.png,0.16083407402038574
I03_16_05.png,0.30320826172828674
I03_17_01.png,0.0011682554613798857
I03_17_02.png,0.004099846351891756
I03_17_03.png,0.015263207256793976
I03_17_04.png,0.05392691120505333
I03_17_05.png,0.20840854942798615
I03_18_01.png,0.02825985848903656
I03_18_02.png,0.00862094946205616
I03_18_03.png,0.0
I03_18_04.png,0.006988009437918663
I03_18_05.png,0.024952789768576622
I03_19_01.png,0.010588463395833969
