name,wadiqam_fr
I01_01_01.png,0.005566142965108156
I01_01_02.png,0.007680769544094801
I01_01_03.png,-0.017454713582992554
I01_01_04.png,-0.08397569507360458
I01_01_05.png,-0.13655975461006165
I01_02_01.png,0.005204346496611834
I01_02_02.png,-0.029959745705127716
I01_02_03.png,-0.09925653785467148
I01_02_04.png,-0.12330345809459686
I01_02_05.png,-0.13353858888149261
I01_03_01.png,0.005566142965108156
I01_03_02.png,0.00023664826585445553
I01_03_03.png,-0.039493661373853683
I01_03_04.png,-0.07551093399524689
I01_03_05.png,-0.0995943620800972
I01_04_01.png,0.0028217462822794914
I01_04_02.png,-0.056094661355018616
I01_04_03.png,-0.07952197641134262
I01_04_04.png,-0.08258244395256042
I01_04_05.png,-0.10042057931423187
I01_05_01.png,-0.01046367920935154
I01_05_02.png,-0.06996159255504608
I01_05_03.png,-0.07338044047355652
I01_05_04.png,-0.06903757154941559
I01_05_05.png,-0.06463945657014847
I01_06_01.png,-0.0034103153739124537
I01_06_02.png,-0.005455422215163708
I01_06_03.png,-0.0091466149315238
I01_06_04.png,-0.025613442063331604
I01_06_05.png,-0.058769308030605316
I01_07_01.png,-0.052310921251773834
I01_07_02.png,-0.0821022018790245
I01_07_03.png,-0.09743144363164902
I01_07_04.png,-0.10852789878845215
I01_07_05.png,-0.07743676751852036
I01_08_01.png,0.005566142965108156
I01_08_02.png,-0.03127161040902138
I01_08_03.png,-0.054562367498874664
I01_08_04.png,-0.05861504375934601
I01_08_05.png,-0.06936255842447281
I01_09_01.png,0.005240856669843197
I01_09_02.png,-0.0015573061536997557
I01_09_03.png,-0.007252494338899851
I01_09_04.png,-0.03756805881857872
I01_09_05.png,-0.077216736972332
I01_10_01.png,-0.005178696010261774
I01_10_02.png,-0.007362585049122572
I01_10_03.png,-0.01335141807794571
I01_10_04.png,-0.05451123043894768
I01_10_05.png,-0.09563200175762177
I01_11_01.png,-0.01628471538424492
I01_11_02.png,-0.03190218657255173
I01_11_03.png,-0.04333581030368805
I01_11_04.png,-0.0621311217546463
I01_11_05.png,-0.10021498054265976
I01_12_01.png,-0.0020796412136405706
I01_12_02.png,-0.025915546342730522
I01_12_03.png,-0.04131222516298294
I01_12_04.png,-0.07600416243076324
I01_12_05.png,-0.09695199131965637
I01_13_01.png,-0.012619884684681892
I01_13_02.png,-0.041425030678510666
I01_13_03.png,-0.06335616111755371
I01_13_04.png,-0.0862678810954094
I01_13_05.png,-0.10609250515699387
I01_14_01.png,0.0009294469491578639
I01_14_02.png,-0.015916598960757256
I01_14_03.png,-0.036361534148454666
I01_14_04.png,-0.06397359073162079
I01_14_05.png,-0.10438406467437744
I01_15_01.png,-0.026196012273430824
I01_15_02.png,-0.04553431645035744
I01_15_03.png,-0.06624851375818253
I01_15_04.png,-0.1008865088224411
I01_15_05.png,-0.1300918310880661
I01_16_01.png,0.0021796878427267075
I01_16_02.png,-0.004766495898365974
I01_16_03.png,-0.021868564188480377
I01_16_04.png,-0.05675626918673515
I01_16_05.png,-0.10015329718589783
I01_17_01.png,0.005727413576096296
I01_17_02.png,0.0041469791904091835
I01_17_03.png,-0.0027613413985818624
I01_17_04.png,-0.026396598666906357
I01_17_05.png,-0.07380945980548859
I01_18_01.png,-0.00439519202336669
I01_18_02.png,0.0010449567344039679
I01_18_03.png,0.005566142965108156
I01_18_04.png,-0.000884170294739306
I01_18_05.png,-0.011737853288650513
I01_19_01.png,0.0071936799213290215
I01_19_02.png,0.005915774032473564
I01_19_03.png,-0.008300259709358215
I01_19_04.png,-0.042334865778684616
I01_19_05.png,-0.08485173434019089
I01_20_01.png,0.002895678859204054
I01_20_02.png,-0.004037181381136179
I01_20_03.png,-0.009267350658774376
I01_20_04.png,-0.012836023233830929
I01_20_05.png,-0.021368853747844696
I01_21_01.png,-0.014991538599133492
I01_21_02.png,-0.025210240855813026
I01_21_03.png,-0.02776026912033558
I01_21_04.png,-0.02812589891254902
I01_21_05.png,-0.06223144009709358
I01_22_01.png,-0.010758837684988976
I01_22_02.png,-0.01993945986032486
I01_22_03.png,-0.025760412216186523
I01_22_04.png,-0.043753672391176224
I01_22_05.png,-0.05764140188694
I01_23_01.png,-0.0036764233373105526
I01_23_02.png,-0.008084212429821491
I01_23_03.png,-0.014022182673215866
I01_23_04.png,-0.018234720453619957
I01_23_05.png,-0.024246398359537125
I01_24_01.png,-0.0434144102036953
I01_24_02.png,-0.07552133500576019
I01_24_03.png,-0.09597394615411758
I01_24_04.png,-0.12943856418132782
I01_24_05.png,-0.15848547220230103
I01_25_01.png,-0.02528749406337738
I01_25_02.png,-0.01594117470085621
I01_25_03.png,-0.0053270659409463406
I01_25_04.png,-0.0019053969299420714
I01_25_05.png,-0.0308175478130579
I02_01_01.png,0.008273269981145859
I02_01_02.png,-0.003985076677054167
I02_01_03.png,-0.033353861421346664
I02_01_04.png,-0.07368525862693787
I02_01_05.png,-0.112679623067379
I02_02_01.png,-0.016981760039925575
I02_02_02.png,-0.04139324650168419
I02_02_03.png,-0.08422054350376129
I02_02_04.png,-0.09891293942928314
I02_02_05.png,-0.1065763607621193
I02_03_01.png,0.008273269981145859
I02_03_02.png,-0.011621572077274323
I02_03_03.png,-0.029193978756666183
I02_03_04.png,-0.04744210094213486
I02_03_05.png,-0.0625329315662384
I02_04_01.png,0.006571969483047724
I02_04_02.png,-0.034754861146211624
I02_04_03.png,-0.046346332877874374
I02_04_04.png,-0.052182093262672424
I02_04_05.png,-0.06184704974293709
