name,lpips
I01_01_01.png,0.0
I01_01_02.png,0.014818120747804642
I01_01_03.png,0.14040213823318481
I01_01_04.png,0.29873332381248474
I01_01_05.png,0.509033203125
I01_02_01.png,0.05727582797408104
I01_02_02.png,0.1781049370765686
I01_02_03.png,0.3152751624584198
I01_02_04.png,0.4060250222682953
I01_02_05.png,0.46632739901542664
I01_03_01.png,0.0
I01_03_02.png,0.04945765435695648
I01_03_03.png,0.1344970017671585
I01_03_04.png,0.17166756093502045
I01_03_05.png,0.26007702946662903
I01_04_01.png,0.03584757447242737
I01_04_02.png,0.3086474537849426
I01_04_03.png,0.4316583275794983
I01_04_04.png,0.49323582649230957
I01_04_05.png,0.6041522026062012
I01_05_01.png,0.040702033787965775
I01_05_02.png,0.0872214138507843
I01_05_03.png,0.10543560236692429
I01_05_04.png,0.10683688521385193
I01_05_05.png,0.11782640963792801
I01_06_01.png,0.16152164340019226
I01_06_02.png,0.20289497077465057
I01_06_03.png,0.25804272294044495
I01_06_04.png,0.35169151425361633
I01_06_05.png,0.4866134822368622
I01_07_01.png,0.1226014643907547
I01_07_02.png,0.22289639711380005
I01_07_03.png,0.28416794538497925
I01_07_04.png,0.3429275155067444
I01_07_05.png,0.4616808593273163
I01_08_01.png,0.0
I01_08_02.png,0.20093882083892822
I01_08_03.png,0.2950485348701477
I01_08_04.png,0.38504576683044434
I01_08_05.png,0.47926825284957886
I01_09_01.png,0.013398002833127975
I01_09_02.png,0.0708237886428833
I01_09_03.png,0.09027230739593506
I01_09_04.png,0.2322990596294403
I01_09_05.png,0.43697938323020935
I01_10_01.png,0.06469591706991196
I01_10_02.png,0.07425568252801895
I01_10_03.png,0.11131897568702698
I01_10_04.png,0.3720768988132477
I01_10_05.png,0.5033247470855713
I01_11_01.png,0.24273136258125305
I01_11_02.png,0.35022369027137756
I01_11_03.png,0.41610249876976013
I01_11_04.png,0.5256584286689758
I01_11_05.png,0.6956362724304199
I01_12_01.png,0.12259337306022644
I01_12_02.png,0.357276976108551
I01_12_03.png,0.48630011081695557
I01_12_04.png,0.6495757699012756
I01_12_05.png,0.7589352130889893
I01_13_01.png,0.12925606966018677
I01_13_02.png,0.32580268383026123
I01_13_03.png,0.4319412410259247
I01_13_04.png,0.5737622976303101
I01_13_05.png,0.6867960691452026
I01_14_01.png,0.08144193887710571
