name,vif
I01_01_01.png,0.999998927116394
I01_01_02.png,0.962122917175293
I01_01_03.png,0.8105265498161316
I01_01_04.png,0.6679161190986633
I01_01_05.png,0.4797050654888153
I01_02_01.png,0.9032257199287415
I01_02_02.png,0.7684615254402161
I01_02_03.png,0.5131694078445435
I01_02_04.png,0.38314908742904663
I01_02_05.png,0.3055267035961151
I01_03_01.png,0.999998927116394
I01_03_02.png,0.9090209007263184
I01_03_03.png,0.7886064052581787
I01_03_04.png,0.6450963020324707
I01_03_05.png,0.4805235266685486
I01_04_01.png,0.9449121952056885
I01_04_02.png,0.9794711470603943
I01_04_03.png,1.2104742527008057
I01_04_04.png,1.3594307899475098
I01_04_05.png,1.4483760595321655
I01_05_01.png,0.7229393720626831
I01_05_02.png,0.6841205358505249
I01_05_03.png,0.6785503029823303
I01_05_04.png,0.696086585521698
I01_05_05.png,0.6973152160644531
I01_06_01.png,0.6967380046844482
I01_06_02.png,0.6487294435501099
I01_06_03.png,0.598635733127594
I01_06_04.png,0.4572297930717468
I01_06_05.png,0.33732932806015015
I01_07_01.png,0.7610780596733093
I01_07_02.png,0.6835306286811829
I01_07_03.png,0.6492372751235962
I01_07_04.png,0.6170463562011719
I01_07_05.png,0.5318286418914795
I01_08_01.png,0.999998927116394
I01_08_02.png,0.7913631796836853
I01_08_03.png,0.7687835097312927
I01_08_04.png,0.6912437677383423
I01_08_05.png,0.4428696632385254
I01_09_01.png,0.9284294843673706
I01_09_02.png,0.7608610391616821
I01_09_03.png,0.6437439918518066
I01_09_04.png,0.38246089220046997
I01_09_05.png,0.2071460336446762
I01_10_01.png,0.6775266528129578
I01_10_02.png,0.6359835267066956
I01_10_03.png,0.5274264216423035
I01_10_04.png,0.2366330921649933
I01_10_05.png,0.15123163163661957
I01_11_01.png,0.5590789318084717
I01_11_02.png,0.43135884404182434
I01_11_03.png,0.3614863157272339
I01_11_04.png,0.28542259335517883
I01_11_05.png,0.2009105682373047
I01_12_01.png,0.7625154852867126
