name,dists
i01_01_1.bmp,0.06389033794403076
i01_01_2.bmp,0.09875339269638062
i01_01_3.bmp,0.14116334915161133
i01_01_4.bmp,0.18974679708480835
i01_01_5.bmp,0.23769396543502808
i01_02_1.bmp,0.03603839874267578
i01_02_2.bmp,0.06461197137832642
i01_02_3.bmp,0.0981404185295105
i01_02_4.bmp,0.13741761445999146
i01_02_5.bmp,0.19542521238327026
i01_03_1.bmp,0.09294772148132324
i01_03_2.bmp,0.12756121158599854
i01_03_3.bmp,0.1829606294631958
i01_03_4.bmp,0.25608229637145996
i01_03_5.bmp,0.3260490894317627
i01_04_1.bmp,0.025088965892791748
i01_04_2.bmp,0.04893440008163452
i01_04_3.bmp,0.088295578956604
i01_04_4.bmp,0.1415623426437378
i01_04_5.bmp,0.21185749769210815
i01_05_1.bmp,0.06572192907333374
i01_05_2.bmp,0.09947550296783447
i01_05_3.bmp,0.17013639211654663
i01_05_4.bmp,0.2506906986236572
i01_05_5.bmp,0.3759126663208008
i01_06_1.bmp,0.055889785289764404
i01_06_2.bmp,0.07848560810089111
i01_06_3.bmp,0.11823296546936035
i01_06_4.bmp,0.1519249677658081
i01_06_5.bmp,0.21872329711914062
i01_07_1.bmp,0.06163400411605835
i01_07_2.bmp,0.08761835098266602
i01_07_3.bmp,0.1374950408935547
i01_07_4.bmp,0.1776343584060669
i01_07_5.bmp,0.25360947847366333
i01_08_1.bmp,0.032849133014678955
i01_08_2.bmp,0.08518260717391968
i01_08_3.bmp,0.1758129596710205
i01_08_4.bmp,0.2654024362564087
i01_08_5.bmp,0.35432755947113037
i01_09_1.bmp,0.07148253917694092
i01_09_2.bmp,0.10424476861953735
i01_09_3.bmp,0.1873607635498047
i01_09_4.bmp,0.2840818166732788
i01_09_5.bmp,0.3587074875831604
i01_10_1.bmp,0.06625908613204956
i01_10_2.bmp,0.09098875522613525
i01_10_3.bmp,0.1684560775756836
i01_10_4.bmp,0.28302115201950073
i01_10_5.bmp,0.36214369535446167
i01_11_1.bmp,0.07428032159805298
i01_11_2.bmp,0.11929059028625488
i01_11_3.bmp,0.16365540027618408
i01_11_4.bmp,0.2885759472846985
i01_11_5.bmp,0.4045948386192322
i01_12_1.bmp,0.03251969814300537
i01_12_2.bmp,0.029191195964813232
i01_12_3.bmp,0.09445363283157349
i01_12_4.bmp,0.10899758338928223
i01_12_5.bmp,0.1580517292022705
i01_13_1.bmp,0.043048977851867676
i01_13_2.bmp,0.09069597721099854
i01_13_3.bmp,0.1386716365814209
i01_13_4.bmp,0.16437017917633057
i01_13_5.bmp,0.1734951138496399
i01_14_1.bmp,0.005499839782714844
i01_14_2.bmp,0.007120013236999512
i01_14_3.bmp,0.025808751583099365
i01_14_4.bmp,0.04093742370605469
i01_14_5.bmp,0.06967759132385254
i01_15_1.bmp,0.061613619327545166
i01_15_2.bmp,0.053278207778930664
i01_15_3.bmp,0.0457078218460083
i01_15_4.bmp,0.03499215841293335
i01_15_5.bmp,0.02700585126876831
i01_16_1.bmp,0.0030304789543151855
i01_16_2.bmp,0.005235850811004639
i01_16_3.bmp,0.023570895195007324
i01_16_4.bmp,0.027278602123260498
i01_16_5.bmp,0.07498276233673096
i01_17_1.bmp,0.007396876811981201
i01_17_2.bmp,0.022301316261291504
i01_17_3.bmp,0.03930044174194336
i01_17_4.bmp,0.07068407535552979
i01_17_5.bmp,0.1441352367401123
i01_18_1.bmp,0.027014613151550293
i01_18_2.bmp,0.04949462413787842
i01_18_3.bmp,0.09279578924179077
i01_18_4.bmp,0.15207570791244507
i01_18_5.bmp,0.14995181560516357
i01_19_1.bmp,0.046061694622039795
i01_19_2.bmp,0.07378458976745605
i01_19_3.bmp,0.11755144596099854
i01_19_4.bmp,0.16540122032165527
i01_19_5.bmp,0.2276897430419922
i01_20_1.bmp,0.03983372449874878
i01_20_2.bmp,0.056638896465301514
i01_20_3.bmp,0.08557921648025513
i01_20_4.bmp,0.11307871341705322
i01_20_5.bmp,0.15910792350769043
i01_21_1.bmp,0.06724327802658081
i01_21_2.bmp,0.09337759017944336
i01_21_3.bmp,0.1367887258529663
i01_21_4.bmp,0.19818413257598877
i01_21_5.bmp,0.2836366891860962
i01_22_1.bmp,0.09008020162582397
i01_22_2.bmp,0.16382122039794922
i01_22_3.bmp,0.22058796882629395
i01_22_4.bmp,0.24858587980270386
i01_22_5.bmp,0.3969992995262146
i01_23_1.bmp,0.051841139793395996
i01_23_2.bmp,0.09269988536834717
i01_23_3.bmp,0.1339588761329651
i01_23_4.bmp,0.18397939205169678
i01_23_5.bmp,0.34416425228118896
i01_24_1.bmp,0.06631404161453247
i01_24_2.bmp,0.11569756269454956
i01_24_3.bmp,0.16448277235031128
i01_24_4.bmp,0.28225719928741455
i01_24_5.bmp,0.3874928951263428
i02_01_1.bmp,0.09438633918762207
i02_01_2.bmp,0.14135944843292236
i02_01_3.bmp,0.2078748345375061
i02_01_4.bmp,0.2666381597518921
i02_01_5.bmp,0.3260009288787842
i02_02_1.bmp,0.0454370379447937
i02_02_2.bmp,0.08653998374938965
i02_02_3.bmp,0.15175431966781616
i02_02_4.bmp,0.21141308546066284
i02_02_5.bmp,0.27879762649536133
i02_03_1.bmp,0.10441279411315918
i02_03_2.bmp,0.1651442050933838
i02_03_3.bmp,0.2414090633392334
i02_03_4.bmp,0.31472861766815186
i02_03_5.bmp,0.41335368156433105
i02_04_1.bmp,0.05938839912414551
i02_04_2.bmp,0.11022824048995972
i02_04_3.bmp,0.1779671311378479
i02_04_4.bmp,0.25611770153045654
i02_04_5.bmp,0.33801597356796265
i02_05_1.bmp,0.10147035121917725
i02_05_2.bmp,0.1555958390235901
i02_05_3.bmp,0.2465175986289978
i02_05_4.bmp,0.3394872546195984
i02_05_5.bmp,0.4472784399986267
i02_06_1.bmp,0.06238323450088501
i02_06_2.bmp,0.09419763088226318
i02_06_3.bmp,0.14735519886016846
i02_06_4.bmp,0.21569013595581055
i02_06_5.bmp,0.31044334173202515
i02_07_1.bmp,0.06924104690551758
i02_07_2.bmp,0.15376365184783936
i02_07_3.bmp,0.1972264051437378
i02_07_4.bmp,0.2286434769630432
i02_07_5.bmp,0.2859068512916565
i02_08_1.bmp,0.028741061687469482
i02_08_2.bmp,0.07262694835662842
i02_08_3.bmp,0.15040874481201172
i02_08_4.bmp,0.23626333475112915
i02_08_5.bmp,0.3290782570838928
i02_09_1.bmp,0.11233586072921753
i02_09_2.bmp,0.14830511808395386
i02_09_3.bmp,0.19359302520751953
i02_09_4.bmp,0.2683662176132202
i02_09_5.bmp,0.36395716667175293
i02_10_1.bmp,0.07533502578735352
i02_10_2.bmp,0.10771024227142334
i02_10_3.bmp,0.18736416101455688
i02_10_4.bmp,0.3309606909751892
i02_10_5.bmp,0.4101264476776123
i02_11_1.bmp,0.12506961822509766
i02_11_2.bmp,0.20862138271331787
i02_11_3.bmp,0.33189356327056885
i02_11_4.bmp,0.453696608543396
i02_11_5.bmp,0.5210725665092468
i02_12_1.bmp,0.07714420557022095
i02_12_2.bmp,0.08949625492095947
i02_12_3.bmp,0.19894635677337646
i02_12_4.bmp,0.2550097107887268
i02_12_5.bmp,0.3015071153640747
i02_13_1.bmp,0.12642449140548706
i02_13_2.bmp,0.14939743280410767
i02_13_3.bmp,0.24113082885742188
i02_13_4.bmp,0.3156138062477112
i02_13_5.bmp,0.19479072093963623
i02_14_1.bmp,0.025771379470825195
i02_14_2.bmp,0.01279360055923462
i02_14_3.bmp,0.04391288757324219
i02_14_4.bmp,0.054555654525756836
i02_14_5.bmp,0.08974349498748779
i02_15_1.bmp,0.1048005223274231
i02_15_2.bmp,0.09991729259490967
i02_15_3.bmp,0.09572231769561768
i02_15_4.bmp,0.086384117603302
i02_15_5.bmp,0.06411147117614746
i02_16_1.bmp,0.004946470260620117
i02_16_2.bmp,0.01136934757232666
i02_16_3.bmp,0.04029947519302368
i02_16_4.bmp,0.04439246654510498
i02_16_5.bmp,0.10505056381225586
i02_17_1.bmp,0.009437859058380127
i02_17_2.bmp,0.0261610746383667
i02_17_3.bmp,0.04236555099487305
i02_17_4.bmp,0.07853174209594727
i02_17_5.bmp,0.13445252180099487
i02_18_1.bmp,0.008410334587097168
i02_18_2.bmp,0.01393437385559082
i02_18_3.bmp,0.025577187538146973
i02_18_4.bmp,0.04451441764831543
i02_18_5.bmp,0.07030737400054932
i02_19_1.bmp,0.09608834981918335
i02_19_2.bmp,0.14360159635543823
i02_19_3.bmp,0.1950695514678955
i02_19_4.bmp,0.25387853384017944
i02_19_5.bmp,0.3070729374885559
i02_20_1.bmp,0.06531238555908203
i02_20_2.bmp,0.09052085876464844
i02_20_3.bmp,0.12119746208190918
i02_20_4.bmp,0.1786884069442749
i02_20_5.bmp,0.24377989768981934
i02_21_1.bmp,0.0996658205986023
i02_21_2.bmp,0.16688597202301025
i02_21_3.bmp,0.23252099752426147
i02_21_4.bmp,0.3117002248764038
i02_21_5.bmp,0.3858340382575989
i02_22_1.bmp,0.12467581033706665
i02_22_2.bmp,0.18719643354415894
i02_22_3.bmp,0.2709466218948364
i02_22_4.bmp,0.3539290428161621
i02_22_5.bmp,0.513198971748352
i02_23_1.bmp,0.05167233943939209
i02_23_2.bmp,0.1312345266342163
i02_23_3.bmp,0.24745196104049683
i02_23_4.bmp,0.42069029808044434
i02_23_5.bmp,0.5603198409080505
i02_24_1.bmp,0.12022733688354492
i02_24_2.bmp,0.20384889841079712
i02_24_3.bmp,0.30567610263824463
i02_24_4.bmp,0.4348781704902649
i02_24_5.bmp,0.6240423917770386
i03_01_1.bmp,0.12141227722167969
i03_01_2.bmp,0.169497549533844
i03_01_3.bmp,0.21755290031433105
i03_01_4.bmp,0.2563541531562805
i03_01_5.bmp,0.30843913555145264
i03_02_1.bmp,0.06901228427886963
i03_02_2.bmp,0.10134553909301758
i03_02_3.bmp,0.14749211072921753
i03_02_4.bmp,0.19353753328323364
i03_02_5.bmp,0.24418586492538452
i03_03_1.bmp,0.16145169734954834
i03_03_2.bmp,0.19795769453048706
i03_03_3.bmp,0.24880701303482056
i03_03_4.bmp,0.30326175689697266
i03_03_5.bmp,0.360873281955719
i03_04_1.bmp,0.07840996980667114
i03_04_2.bmp,0.12859749794006348
i03_04_3.bmp,0.17667967081069946
i03_04_4.bmp,0.23817229270935059
i03_04_5.bmp,0.3104589581489563
i03_05_1.bmp,0.12137973308563232
i03_05_2.bmp,0.16587013006210327
i03_05_3.bmp,0.24588549137115479
i03_05_4.bmp,0.3153614401817322
i03_05_5.bmp,0.4109450578689575
i03_06_1.bmp,0.16068845987319946
i03_06_2.bmp,0.18488097190856934
i03_06_3.bmp,0.20958393812179565
i03_06_4.bmp,0.25165748596191406
i03_06_5.bmp,0.30106937885284424
i03_07_1.bmp,0.12634778022766113
i03_07_2.bmp,0.15631920099258423
i03_07_3.bmp,0.19683146476745605
i03_07_4.bmp,0.21342182159423828
i03_07_5.bmp,0.24473357200622559
i03_08_1.bmp,0.03608196973800659
i03_08_2.bmp,0.08060461282730103
i03_08_3.bmp,0.1507422924041748
i03_08_4.bmp,0.23189711570739746
i03_08_5.bmp,0.2941584587097168
i03_09_1.bmp,0.10389196872711182
i03_09_2.bmp,0.12648069858551025
i03_09_3.bmp,0.16051989793777466
i03_09_4.bmp,0.23045510053634644
i03_09_5.bmp,0.3244633674621582
