name,wadiqam_fr
i01_01_1.bmp,0.011965767480432987
i01_01_2.bmp,0.007052388973534107
i01_01_3.bmp,-0.0003873278619721532
i01_01_4.bmp,-0.02105981484055519
i01_01_5.bmp,-0.04708753153681755
i01_02_1.bmp,0.013953909277915955
i01_02_2.bmp,0.011906951665878296
i01_02_3.bmp,0.007411976344883442
i01_02_4.bmp,-0.003785707289353013
i01_02_5.bmp,-0.022903122007846832
i01_03_1.bmp,0.00743396719917655
i01_03_2.bmp,-0.0022362733725458384
i01_03_3.bmp,-0.020712759345769882
i01_03_4.bmp,-0.04321068152785301
i01_03_5.bmp,-0.07454205304384232
i01_04_1.bmp,0.015171055682003498
i01_04_2.bmp,0.014536953531205654
i01_04_3.bmp,0.009572554379701614
i01_04_4.bmp,-0.005168552044779062
i01_04_5.bmp,-0.041872091591358185
i01_05_1.bmp,0.014095516875386238
i01_05_2.bmp,0.012618780136108398
i01_05_3.bmp,0.0011327923275530338
i01_05_4.bmp,-0.03772341459989548
i01_05_5.bmp,-0.11316142976284027
i01_06_1.bmp,0.008208861574530602
i01_06_2.bmp,0.001742538996040821
i01_06_3.bmp,-0.008263439871370792
i01_06_4.bmp,-0.02550697699189186
i01_06_5.bmp,-0.05505937710404396
i01_07_1.bmp,0.011059263721108437
i01_07_2.bmp,0.004729350563138723
i01_07_3.bmp,-0.007784037385135889
i01_07_4.bmp,-0.027426591143012047
i01_07_5.bmp,-0.047956109046936035
i01_08_1.bmp,0.009433537721633911
i01_08_2.bmp,0.0014104886213317513
i01_08_3.bmp,-0.02278495579957962
i01_08_4.bmp,-0.08027425408363342
i01_08_5.bmp,-0.14311125874519348
i01_09_1.bmp,0.0028827942442148924
i01_09_2.bmp,-0.012071747332811356
i01_09_3.bmp,-0.04239905998110771
i01_09_4.bmp,-0.07470601052045822
i01_09_5.bmp,-0.11964045464992523
i01_10_1.bmp,0.01357608288526535
i01_10_2.bmp,0.01071147806942463
i01_10_3.bmp,-0.0038692865055054426
i01_10_4.bmp,-0.04260024055838585
i01_10_5.bmp,-0.09663639217615128
i01_11_1.bmp,0.01155533455312252
i01_11_2.bmp,0.004703236278146505
i01_11_3.bmp,-0.013480618596076965
i01_11_4.bmp,-0.059929367154836655
i01_11_5.bmp,-0.13112600147724152
i01_12_1.bmp,0.008452611044049263
i01_12_2.bmp,0.008665037341415882
i01_12_3.bmp,-0.025628043338656425
i01_12_4.bmp,-0.030892832204699516
i01_12_5.bmp,-0.07243668287992477
i01_13_1.bmp,0.00744652422145009
i01_13_2.bmp,-0.009035015478730202
i01_13_3.bmp,-0.01636853814125061
i01_13_4.bmp,-0.05116777867078781
i01_13_5.bmp,-0.06368514150381088
i01_14_1.bmp,0.008888443931937218
i01_14_2.bmp,0.009988331235945225
i01_14_3.bmp,-0.0009056940907612443
i01_14_4.bmp,-0.015370121225714684
i01_14_5.bmp,-0.027105743065476418
i01_15_1.bmp,-0.0183505080640316
i01_15_2.bmp,-0.014152186922729015
i01_15_3.bmp,-0.010612200014293194
i01_15_4.bmp,-0.005883213598281145
i01_15_5.bmp,0.0013593424810096622
i01_16_1.bmp,0.014590985141694546
i01_16_2.bmp,0.012357853353023529
i01_16_3.bmp,0.012308232486248016
i01_16_4.bmp,0.0023301532492041588
i01_16_5.bmp,0.0030467764008790255
i01_17_1.bmp,0.014524823985993862
i01_17_2.bmp,0.0055192313157022
i01_17_3.bmp,-0.0007881853962317109
i01_17_4.bmp,-0.01263666432350874
i01_17_5.bmp,-0.050618935376405716
i01_18_1.bmp,-0.0007305769831873477
i01_18_2.bmp,-0.015342838130891323
i01_18_3.bmp,-0.044230010360479355
i01_18_4.bmp,-0.07126570492982864
i01_18_5.bmp,-0.06768012046813965
i01_19_1.bmp,0.013221616856753826
i01_19_2.bmp,0.009674359112977982
i01_19_3.bmp,0.0007710765930823982
i01_19_4.bmp,-0.017439037561416626
i01_19_5.bmp,-0.04689246788620949
i01_20_1.bmp,0.014450102113187313
i01_20_2.bmp,0.013267568312585354
i01_20_3.bmp,0.009389309212565422
i01_20_4.bmp,0.0005682207411155105
i01_20_5.bmp,-0.030983399599790573
i01_21_1.bmp,0.011074746958911419
i01_21_2.bmp,0.0033798341173678637
i01_21_3.bmp,-0.013844289816915989
i01_21_4.bmp,-0.03572354093194008
i01_21_5.bmp,-0.07778855413198471
i01_22_1.bmp,0.01100036408752203
i01_22_2.bmp,0.005189972929656506
i01_22_3.bmp,-0.004893875680863857
i01_22_4.bmp,-0.019192637875676155
i01_22_5.bmp,-0.06890428066253662
i01_23_1.bmp,0.00678202323615551
i01_23_2.bmp,-0.005051422864198685
i01_23_3.bmp,-0.01645042933523655
i01_23_4.bmp,-0.037844039499759674
i01_23_5.bmp,-0.08015785366296768
i01_24_1.bmp,0.00813925452530384
i01_24_2.bmp,-0.002565779723227024
i01_24_3.bmp,-0.024862052872776985
i01_24_4.bmp,-0.07953566312789917
i01_24_5.bmp,-0.1303327977657318
i02_01_1.bmp,0.002892207819968462
i02_01_2.bmp,-0.0037805414758622646
i02_01_3.bmp,-0.021231941878795624
i02_01_4.bmp,-0.04471413418650627
i02_01_5.bmp,-0.07293850183486938
i02_02_1.bmp,0.008127786219120026
i02_02_2.bmp,0.0030397861264646053
i02_02_3.bmp,-0.007976558990776539
i02_02_4.bmp,-0.02375420555472374
i02_02_5.bmp,-0.051255449652671814
