name,lpips-vgg
i01_01_1.bmp,0.07648193091154099
i01_01_2.bmp,0.12131069600582123
i01_01_3.bmp,0.1854763776063919
i01_01_4.bmp,0.2559013366699219
i01_01_5.bmp,0.3487604856491089
i01_02_1.bmp,0.04982583969831467
i01_02_2.bmp,0.08662537485361099
i01_02_3.bmp,0.13521410524845123
i01_02_4.bmp,0.19164809584617615
i01_02_5.bmp,0.2687240540981293
i01_03_1.bmp,0.13450562953948975
i01_03_2.bmp,0.1964036375284195
i01_03_3.bmp,0.2685239613056183
i01_03_4.bmp,0.3668223023414612
i01_03_5.bmp,0.47636741399765015
i01_04_1.bmp,0.02470068261027336
i01_04_2.bmp,0.047042421996593475
i01_04_3.bmp,0.084738589823246
i01_04_4.bmp,0.13589788973331451
i01_04_5.bmp,0.22027817368507385
i01_05_1.bmp,0.06531279534101486
i01_05_2.bmp,0.10638219118118286
i01_05_3.bmp,0.20338398218154907
i01_05_4.bmp,0.3368822932243347
i01_05_5.bmp,0.5151971578598022
i01_06_1.bmp,0.07130222022533417
i01_06_2.bmp,0.11441344767808914
i01_06_3.bmp,0.1801857352256775
i01_06_4.bmp,0.24727433919906616
i01_06_5.bmp,0.3444298505783081
i01_07_1.bmp,0.07849934697151184
i01_07_2.bmp,0.1372295469045639
i01_07_3.bmp,0.2231803834438324
i01_07_4.bmp,0.3219251036643982
i01_07_5.bmp,0.4585481882095337
i01_08_1.bmp,0.028374429792165756
i01_08_2.bmp,0.09627395123243332
i01_08_3.bmp,0.24121029675006866
i01_08_4.bmp,0.4276266396045685
i01_08_5.bmp,0.6411042213439941
i01_09_1.bmp,0.11778770387172699
i01_09_2.bmp,0.17986264824867249
i01_09_3.bmp,0.3041113317012787
i01_09_4.bmp,0.4986681640148163
i01_09_5.bmp,0.6789358854293823
i01_10_1.bmp,0.07961337268352509
i01_10_2.bmp,0.13940735161304474
i01_10_3.bmp,0.27530521154403687
i01_10_4.bmp,0.49936529994010925
i01_10_5.bmp,0.6733841896057129
i01_11_1.bmp,0.09989157319068909
i01_11_2.bmp,0.17502042651176453
i01_11_3.bmp,0.25078701972961426
i01_11_4.bmp,0.4654732346534729
i01_11_5.bmp,0.7005655765533447
i01_12_1.bmp,0.06287432461977005
i01_12_2.bmp,0.05536089465022087
i01_12_3.bmp,0.18316343426704407
i01_12_4.bmp,0.21290354430675507
i01_12_5.bmp,0.3228166103363037
i01_13_1.bmp,0.05061419680714607
i01_13_2.bmp,0.12133429944515228
i01_13_3.bmp,0.19887575507164001
