name,fsim
i01_01_1.bmp,0.9938087463378906
i01_01_2.bmp,0.9878280162811279
i01_01_3.bmp,0.9767981171607971
i01_01_4.bmp,0.9565929770469666
i01_01_5.bmp,0.925896942615509
i01_02_1.bmp,0.9977633357048035
i01_02_2.bmp,0.9956309795379639
i01_02_3.bmp,0.9911507964134216
i01_02_4.bmp,0.983363687992096
i01_02_5.bmp,0.9679596424102783
i01_03_1.bmp,0.9777727723121643
i01_03_2.bmp,0.9596903324127197
i01_03_3.bmp,0.9295973181724548
i01_03_4.bmp,0.880680501461029
i01_03_5.bmp,0.8231022357940674
i01_04_1.bmp,0.9989014863967896
i01_04_2.bmp,0.9977972507476807
i01_04_3.bmp,0.9956181645393372
i01_04_4.bmp,0.9918966293334961
i01_04_5.bmp,0.9836136102676392
i01_05_1.bmp,0.9975511431694031
i01_05_2.bmp,0.9951722025871277
i01_05_3.bmp,0.9853848814964294
i01_05_4.bmp,0.9590936303138733
i01_05_5.bmp,0.8981152772903442
i01_06_1.bmp,0.9943563938140869
i01_06_2.bmp,0.9879753589630127
i01_06_3.bmp,0.9767183661460876
i01_06_4.bmp,0.9581121206283569
i01_06_5.bmp,0.9232115745544434
i01_07_1.bmp,0.9915300011634827
i01_07_2.bmp,0.9778627157211304
i01_07_3.bmp,0.9638866186141968
i01_07_4.bmp,0.9315043091773987
i01_07_5.bmp,0.866815447807312
i01_08_1.bmp,0.9933189749717712
i01_08_2.bmp,0.9804158806800842
i01_08_3.bmp,0.9475417733192444
i01_08_4.bmp,0.868384063243866
i01_08_5.bmp,0.7285013198852539
i01_09_1.bmp,0.9903392791748047
i01_09_2.bmp,0.9806203246116638
i01_09_3.bmp,0.949578583240509
i01_09_4.bmp,0.8886122107505798
i01_09_5.bmp,0.7492270469665527
i01_10_1.bmp,0.9969152212142944
i01_10_2.bmp,0.9926507472991943
i01_10_3.bmp,0.9756729602813721
i01_10_4.bmp,0.9133154153823853
i01_10_5.bmp,0.8148297071456909
i01_11_1.bmp,0.9955731630325317
i01_11_2.bmp,0.9889922738075256
i01_11_3.bmp,0.9744735360145569
i01_11_4.bmp,0.9137182235717773
i01_11_5.bmp,0.7307271361351013
i01_12_1.bmp,0.9857085943222046
i01_12_2.bmp,0.9834734797477722
i01_12_3.bmp,0.9594842195510864
i01_12_4.bmp,0.930164098739624
i01_12_5.bmp,0.9038039445877075
i01_13_1.bmp,0.995661735534668
i01_13_2.bmp,0.9466181993484497
i01_13_3.bmp,0.8924557566642761
i01_13_4.bmp,0.8786051273345947
i01_13_5.bmp,0.9037002921104431
i01_14_1.bmp,0.9917150139808655
i01_14_2.bmp,0.9894473552703857
i01_14_3.bmp,0.9687608480453491
i01_14_4.bmp,0.9555510878562927
i01_14_5.bmp,0.9222345352172852
