name,vif
i01_01_1.bmp,0.8116008639335632
i01_01_2.bmp,0.7161723971366882
i01_01_3.bmp,0.5993255972862244
i01_01_4.bmp,0.4839029014110565
i01_01_5.bmp,0.3703876733779907
i01_02_1.bmp,0.9327161312103271
i01_02_2.bmp,0.8851712346076965
i01_02_3.bmp,0.8110141754150391
i01_02_4.bmp,0.7143022418022156
i01_02_5.bmp,0.6003322005271912
i01_03_1.bmp,0.6735857725143433
i01_03_2.bmp,0.5569013357162476
i01_03_3.bmp,0.44168028235435486
i01_03_4.bmp,0.33077749609947205
i01_03_5.bmp,0.23857375979423523
i01_04_1.bmp,0.9538226127624512
i01_04_2.bmp,0.9196245074272156
i01_04_3.bmp,0.8656395077705383
i01_04_4.bmp,0.7975149154663086
i01_04_5.bmp,0.6974457502365112
i01_05_1.bmp,0.9049208760261536
i01_05_2.bmp,0.8421873450279236
i01_05_3.bmp,0.6862545013427734
i01_05_4.bmp,0.49252626299858093
i01_05_5.bmp,0.30151358246803284
i01_06_1.bmp,0.8547448515892029
i01_06_2.bmp,0.7457557320594788
i01_06_3.bmp,0.6278120279312134
i01_06_4.bmp,0.5038112998008728
i01_06_5.bmp,0.37611210346221924
i01_07_1.bmp,0.7989166975021362
i01_07_2.bmp,0.6567897200584412
i01_07_3.bmp,0.5628824234008789
i01_07_4.bmp,0.4429277777671814
i01_07_5.bmp,0.34954941272735596
i01_08_1.bmp,0.9372683167457581
i01_08_2.bmp,0.8220130801200867
i01_08_3.bmp,0.6677024960517883
i01_08_4.bmp,0.5302339196205139
i01_08_5.bmp,0.2830912470817566
i01_09_1.bmp,0.7639673948287964
i01_09_2.bmp,0.6573140621185303
i01_09_3.bmp,0.5202857851982117
i01_09_4.bmp,0.42504510283470154
i01_09_5.bmp,0.31725192070007324
i01_10_1.bmp,0.8837636113166809
i01_10_2.bmp,0.7496002912521362
i01_10_3.bmp,0.5143793821334839
i01_10_4.bmp,0.28877148032188416
i01_10_5.bmp,0.17916014790534973
i01_11_1.bmp,0.8142557740211487
i01_11_2.bmp,0.6705049872398376
i01_11_3.bmp,0.5056207776069641
i01_11_4.bmp,0.28743255138397217
i01_11_5.bmp,0.13414506614208221
i01_12_1.bmp,0.8716638088226318
i01_12_2.bmp,0.8601908087730408
i01_12_3.bmp,0.7164071202278137
i01_12_4.bmp,0.477909117937088
i01_12_5.bmp,0.22193476557731628
i01_13_1.bmp,0.882137656211853
i01_13_2.bmp,0.6834339499473572
i01_13_3.bmp,0.3638570308685303
i01_13_4.bmp,0.3056092858314514
i01_13_5.bmp,0.3356751501560211
i01_14_1.bmp,0.8709465861320496
i01_14_2.bmp,0.8329461812973022
i01_14_3.bmp,0.7219030261039734
i01_14_4.bmp,0.601667046546936
i01_14_5.bmp,0.5105148553848267
i01_15_1.bmp,0.9147244691848755
i01_15_2.bmp,0.927594780921936
i01_15_3.bmp,0.937670111656189
i01_15_4.bmp,0.9543651938438416
i01_15_5.bmp,0.9768773317337036
i01_16_1.bmp,0.9999918341636658
i01_16_2.bmp,0.9999940991401672
i01_16_3.bmp,0.997763454914093
i01_16_4.bmp,0.9999856352806091
i01_16_5.bmp,0.9659523367881775
i01_17_1.bmp,1.05022394657135
i01_17_2.bmp,0.9056109189987183
i01_17_3.bmp,1.16163170337677
i01_17_4.bmp,0.8136739730834961
i01_17_5.bmp,1.4659007787704468
i01_18_1.bmp,0.9930578470230103
i01_18_2.bmp,0.9935863614082336
i01_18_3.bmp,0.9925592541694641
i01_18_4.bmp,0.9931243062019348
i01_18_5.bmp,0.9921969771385193
i01_19_1.bmp,0.8042830228805542
i01_19_2.bmp,0.7078108787536621
i01_19_3.bmp,0.5978430509567261
i01_19_4.bmp,0.4801711142063141
i01_19_5.bmp,0.36817100644111633
i01_20_1.bmp,0.9073840379714966
i01_20_2.bmp,0.8271850347518921
i01_20_3.bmp,0.6953736543655396
i01_20_4.bmp,0.4783923327922821
i01_20_5.bmp,0.2331768423318863
i01_21_1.bmp,0.700829267501831
i01_21_2.bmp,0.5654077529907227
i01_21_3.bmp,0.4279201924800873
i01_21_4.bmp,0.29755887389183044
i01_21_5.bmp,0.19296357035636902
i01_22_1.bmp,0.8519958853721619
i01_22_2.bmp,0.7507119178771973
i01_22_3.bmp,0.6172060370445251
i01_22_4.bmp,0.5453071594238281
i01_22_5.bmp,0.31818464398384094
i01_23_1.bmp,0.959413468837738
i01_23_2.bmp,0.8912398815155029
i01_23_3.bmp,0.8252765536308289
i01_23_4.bmp,0.744701623916626
i01_23_5.bmp,0.32980814576148987
i01_24_1.bmp,0.7702150344848633
i01_24_2.bmp,0.6150146722793579
i01_24_3.bmp,0.4469151794910431
i01_24_4.bmp,0.2967431843280792
i01_24_5.bmp,0.17547321319580078
i02_01_1.bmp,0.7207053899765015
i02_01_2.bmp,0.5915765166282654
i02_01_3.bmp,0.4528866112232208
i02_01_4.bmp,0.323916494846344
i02_01_5.bmp,0.215494304895401
i02_02_1.bmp,0.8966529369354248
i02_02_2.bmp,0.8264182209968567
i02_02_3.bmp,0.7212437987327576
i02_02_4.bmp,0.5938467979431152
