name,ms_ssim
i01_01_1.bmp,0.994381739315752
i01_01_2.bmp,0.9892639511471213
i01_01_3.bmp,0.9794476372327189
i01_01_4.bmp,0.9630153365547544
i01_01_5.bmp,0.9353602960810012
i01_02_1.bmp,0.9984545111503678
i01_02_2.bmp,0.9970808235878799
i01_02_3.bmp,0.994230632778855
i01_02_4.bmp,0.9891543094336601
i01_02_5.bmp,0.9796908997893156
i01_03_1.bmp,0.9869619128791473
i01_03_2.bmp,0.974209377578452
i01_03_3.bmp,0.9529730022252736
i01_03_4.bmp,0.9152487952158375
i01_03_5.bmp,0.857287051510717
i01_04_1.bmp,0.9985478935291225
i01_04_2.bmp,0.9971712205588631
i01_04_3.bmp,0.9944493180335449
i01_04_4.bmp,0.9899008944084926
i01_04_5.bmp,0.980251630138856
i01_05_1.bmp,0.9964004573628608
i01_05_2.bmp,0.9932258070001178
i01_05_3.bmp,0.9815771174740222
i01_05_4.bmp,0.9536766945044928
i01_05_5.bmp,0.8909391402602069
i01_06_1.bmp,0.9947406218661263
i01_06_2.bmp,0.9892540577820647
i01_06_3.bmp,0.9808564505657248
i01_06_4.bmp,0.9633178247899006
i01_06_5.bmp,0.9333717388480806
i01_07_1.bmp,0.9939201210082289
i01_07_2.bmp,0.9840504318852301
i01_07_3.bmp,0.9785424532789414
i01_07_4.bmp,0.9579593160098119
i01_07_5.bmp,0.9240613725999628
i01_08_1.bmp,0.9952209464630666
i01_08_2.bmp,0.9835371539059979
i01_08_3.bmp,0.9473922075746972
i01_08_4.bmp,0.8638052507106107
i01_08_5.bmp,0.7157823983851755
i01_09_1.bmp,0.9919108364283502
i01_09_2.bmp,0.9824360296221366
i01_09_3.bmp,0.9515993891458332
i01_09_4.bmp,0.8814000959020897
i01_09_5.bmp,0.7058345191393541
i01_10_1.bmp,0.9958387207734752
i01_10_2.bmp,0.9906096289872606
i01_10_3.bmp,0.9730596819732792
i01_10_4.bmp,0.9074325324134433
i01_10_5.bmp,0.8124499971012751
i01_11_1.bmp,0.9935547075770979
i01_11_2.bmp,0.9855043706442849
i01_11_3.bmp,0.9689522645736374
i01_11_4.bmp,0.8992278830967159
i01_11_5.bmp,0.6583059525529386
i01_12_1.bmp,0.9873574084031439
i01_12_2.bmp,0.9842787584123762
i01_12_3.bmp,0.9600228104647559
i01_12_4.bmp,0.9257930046023272
i01_12_5.bmp,0.8703562406701489
i01_13_1.bmp,0.9924244163619805
i01_13_2.bmp,0.9674152159524187
i01_13_3.bmp,0.91382587659775
i01_13_4.bmp,0.8799618483444985
i01_13_5.bmp,0.8998491036855594
i01_14_1.bmp,0.9875059520150036
i01_14_2.bmp,0.9824158247633448
i01_14_3.bmp,0.9566034630959467
i01_14_4.bmp,0.9159435322157488
i01_14_5.bmp,0.8743843380099716
i01_15_1.bmp,0.9347288426652236
i01_15_2.bmp,0.9326218763459294
i01_15_3.bmp,0.9321427376506836
i01_15_4.bmp,0.9400855835280725
i01_15_5.bmp,0.9690004112585414
i01_16_1.bmp,0.9997445938802105
i01_16_2.bmp,0.9994006329052776
i01_16_3.bmp,0.9966753350468148
i01_16_4.bmp,0.9955562846332093
i01_16_5.bmp,0.9825420437029464
i01_17_1.bmp,0.9953225053342498
i01_17_2.bmp,0.9855588243345231
i01_17_3.bmp,0.9668541009979166
i01_17_4.bmp,0.9441774129818928
i01_17_5.bmp,0.8402677522205603
i01_18_1.bmp,0.9998618301390553
i01_18_2.bmp,0.9998786771967102
i01_18_3.bmp,0.999840766044006
i01_18_4.bmp,0.9998741204947376
i01_18_5.bmp,0.9998681484447087
i01_19_1.bmp,0.995186859047372
i01_19_2.bmp,0.9906604793383206
i01_19_3.bmp,0.982360331907599
i01_19_4.bmp,0.9668802814956549
i01_19_5.bmp,0.9403027470871186
i01_20_1.bmp,0.9953338447605108
i01_20_2.bmp,0.9906559837448782
i01_20_3.bmp,0.9804971594602482
i01_20_4.bmp,0.9505152233646303
i01_20_5.bmp,0.8611819005925477
i01_21_1.bmp,0.9907020286001899
i01_21_2.bmp,0.9809838759180568
i01_21_3.bmp,0.9613265376983442
i01_21_4.bmp,0.9213109579279241
