name,pieapp
i01_01_1.bmp,0.2617797255516052
i01_01_2.bmp,0.3427000641822815
i01_01_3.bmp,0.45667603611946106
i01_01_4.bmp,0.604034423828125
i01_01_5.bmp,0.8764171004295349
i01_02_1.bmp,0.1171785444021225
i01_02_2.bmp,0.19263169169425964
i01_02_3.bmp,0.28157275915145874
i01_02_4.bmp,0.3866789638996124
i01_02_5.bmp,0.5151514410972595
i01_03_1.bmp,0.5037890672683716
i01_03_2.bmp,0.6748221516609192
i01_03_3.bmp,0.948706865310669
i01_03_4.bmp,1.2871462106704712
i01_03_5.bmp,1.6264338493347168
i01_04_1.bmp,0.04127705842256546
i01_04_2.bmp,0.05102246627211571
i01_04_3.bmp,0.05788399279117584
i01_04_4.bmp,0.051324374973773956
i01_04_5.bmp,0.022673867642879486
i01_05_1.bmp,0.1416342407464981
i01_05_2.bmp,0.2000434845685959
i01_05_3.bmp,0.3654574751853943
i01_05_4.bmp,0.5672633051872253
i01_05_5.bmp,0.5252653360366821
i01_06_1.bmp,0.6375958919525146
i01_06_2.bmp,0.608076274394989
i01_06_3.bmp,0.4747864902019501
i01_06_4.bmp,0.173512801527977
i01_06_5.bmp,-0.0049117510206997395
i01_07_1.bmp,0.19353637099266052
i01_07_2.bmp,0.4698026478290558
i01_07_3.bmp,0.31501972675323486
i01_07_4.bmp,0.97463458776474
i01_07_5.bmp,1.4741641283035278
i01_08_1.bmp,0.04083169251680374
i01_08_2.bmp,0.020293941721320152
i01_08_3.bmp,-0.060781169682741165
i01_08_4.bmp,0.14164328575134277
i01_08_5.bmp,1.3427544832229614
i01_09_1.bmp,0.5315520763397217
i01_09_2.bmp,0.90622478723526
i01_09_3.bmp,1.3552619218826294
i01_09_4.bmp,1.6327942609786987
i01_09_5.bmp,1.692205548286438
i01_10_1.bmp,0.1509421169757843
i01_10_2.bmp,0.22197267413139343
i01_10_3.bmp,0.4189700186252594
i01_10_4.bmp,0.8363867998123169
i01_10_5.bmp,0.778106153011322
i01_11_1.bmp,0.21943193674087524
i01_11_2.bmp,0.28941312432289124
i01_11_3.bmp,0.29449763894081116
i01_11_4.bmp,0.6076835989952087
i01_11_5.bmp,1.4515604972839355
i01_12_1.bmp,0.1323057860136032
i01_12_2.bmp,0.23403577506542206
i01_12_3.bmp,0.25904127955436707
i01_12_4.bmp,0.4054114520549774
i01_12_5.bmp,0.5047206878662109
i01_13_1.bmp,0.2279510796070099
i01_13_2.bmp,0.5650969743728638
i01_13_3.bmp,0.7566599249839783
i01_13_4.bmp,0.7841725945472717
i01_13_5.bmp,0.8123536109924316
i01_14_1.bmp,0.12045080214738846
i01_14_2.bmp,0.17964673042297363
i01_14_3.bmp,0.29834476113319397
i01_14_4.bmp,0.3024786412715912
i01_14_5.bmp,0.3417704403400421
i01_15_1.bmp,0.8973709344863892
i01_15_2.bmp,1.0387927293777466
i01_15_3.bmp,1.2921128273010254
i01_15_4.bmp,1.1860438585281372
i01_15_5.bmp,1.0735924243927002
i01_16_1.bmp,0.20798158645629883
i01_16_2.bmp,0.05129599571228027
i01_16_3.bmp,0.7024984359741211
i01_16_4.bmp,0.22643588483333588
i01_16_5.bmp,1.105116605758667
i01_17_1.bmp,0.09511685371398926
i01_17_2.bmp,1.029975414276123
i01_17_3.bmp,0.32292529940605164
i01_17_4.bmp,1.9656370878219604
i01_17_5.bmp,0.7327155470848083
i01_18_1.bmp,0.5947704315185547
i01_18_2.bmp,0.8556714057922363
i01_18_3.bmp,1.2301371097564697
i01_18_4.bmp,1.920452356338501
i01_18_5.bmp,1.9119408130645752
i01_19_1.bmp,0.19757089018821716
i01_19_2.bmp,0.2579653263092041
i01_19_3.bmp,0.4667300879955292
i01_19_4.bmp,0.7369133830070496
i01_19_5.bmp,1.1058555841445923
i01_20_1.bmp,0.12074822932481766
i01_20_2.bmp,0.13589444756507874
i01_20_3.bmp,0.27565038204193115
i01_20_4.bmp,0.4029412567615509
i01_20_5.bmp,0.3803952634334564
i01_21_1.bmp,0.25639939308166504
i01_21_2.bmp,0.3531807065010071
i01_21_3.bmp,0.5061579346656799
i01_21_4.bmp,0.6308833360671997
i01_21_5.bmp,0.38912662863731384
i01_22_1.bmp,0.10054592788219452
i01_22_2.bmp,0.12926983833312988
i01_22_3.bmp,0.09089356660842896
i01_22_4.bmp,0.19505628943443298
i01_22_5.bmp,1.188010811805725
i01_23_1.bmp,0.11804931610822678
i01_23_2.bmp,0.15735170245170593
i01_23_3.bmp,0.19243231415748596
i01_23_4.bmp,0.34913262724876404
i01_23_5.bmp,-0.02615227922797203
i01_24_1.bmp,0.3646794855594635
i01_24_2.bmp,0.5409218072891235
i01_24_3.bmp,0.7230290770530701
i01_24_4.bmp,1.3585638999938965
i01_24_5.bmp,2.494605541229248
i02_01_1.bmp,0.409868448972702
i02_01_2.bmp,0.6870208382606506
i02_01_3.bmp,1.0077807903289795
i02_01_4.bmp,1.3588041067123413
i02_01_5.bmp,1.6514716148376465
i02_02_1.bmp,0.2341192215681076
i02_02_2.bmp,0.34046614170074463
i02_02_3.bmp,0.5034997463226318
i02_02_4.bmp,0.7051045894622803
i02_02_5.bmp,0.9552901387214661
i02_03_1.bmp,0.7860779762268066
i02_03_2.bmp,1.121024250984192
i02_03_3.bmp,1.5356096029281616
i02_03_4.bmp,1.9073578119277954
i02_03_5.bmp,2.411431074142456
i02_04_1.bmp,0.10555841028690338
i02_04_2.bmp,0.13156884908676147
i02_04_3.bmp,0.1604398488998413
i02_04_4.bmp,0.15015909075737
i02_04_5.bmp,0.023871758952736855
i02_05_1.bmp,0.27569806575775146
i02_05_2.bmp,0.40965068340301514
i02_05_3.bmp,0.7657715678215027
i02_05_4.bmp,1.16815185546875
i02_05_5.bmp,0.9977574944496155
i02_06_1.bmp,0.9055953025817871
i02_06_2.bmp,1.211744785308838
i02_06_3.bmp,1.3029663562774658
