name,lpips
i01_01_1.bmp,0.023274414241313934
i01_01_2.bmp,0.050093427300453186
i01_01_3.bmp,0.10207097977399826
i01_01_4.bmp,0.19825005531311035
i01_01_5.bmp,0.3485264182090759
i01_02_1.bmp,0.017428290098905563
i01_02_2.bmp,0.03782616928219795
i01_02_3.bmp,0.07784836739301682
i01_02_4.bmp,0.15039220452308655
i01_02_5.bmp,0.2813993990421295
i01_03_1.bmp,0.08491865545511246
i01_03_2.bmp,0.16045179963111877
i01_03_3.bmp,0.2636934518814087
i01_03_4.bmp,0.37488824129104614
i01_03_5.bmp,0.48855990171432495
i01_04_1.bmp,0.0027573276311159134
i01_04_2.bmp,0.006057342514395714
i01_04_3.bmp,0.013847317546606064
i01_04_4.bmp,0.030462339520454407
i01_04_5.bmp,0.07563792169094086
i01_05_1.bmp,0.010822203010320663
i01_05_2.bmp,0.02392054721713066
i01_05_3.bmp,0.08238182216882706
i01_05_4.bmp,0.24899761378765106
i01_05_5.bmp,0.6306138038635254
i01_06_1.bmp,0.027629021555185318
i01_06_2.bmp,0.05569332838058472
i01_06_3.bmp,0.11200233548879623
i01_06_4.bmp,0.20072254538536072
i01_06_5.bmp,0.3655973970890045
i01_07_1.bmp,0.024596955627202988
i01_07_2.bmp,0.05186263844370842
i01_07_3.bmp,0.10495688021183014
i01_07_4.bmp,0.20794877409934998
i01_07_5.bmp,0.291778564453125
i01_08_1.bmp,0.05767768621444702
i01_08_2.bmp,0.16527847945690155
i01_08_3.bmp,0.38472604751586914
i01_08_4.bmp,0.594450831413269
i01_08_5.bmp,0.7998775839805603
i01_09_1.bmp,0.05868887901306152
i01_09_2.bmp,0.13455116748809814
i01_09_3.bmp,0.3357373774051666
i01_09_4.bmp,0.5893832445144653
i01_09_5.bmp,0.795631468296051
i01_10_1.bmp,0.018758229911327362
i01_10_2.bmp,0.040794212371110916
i01_10_3.bmp,0.13468018174171448
i01_10_4.bmp,0.3069993257522583
i01_10_5.bmp,0.5070130825042725
i01_11_1.bmp,0.022991180419921875
i01_11_2.bmp,0.07764428853988647
i01_11_3.bmp,0.19476677477359772
i01_11_4.bmp,0.41926032304763794
i01_11_5.bmp,0.8167399168014526
i01_12_1.bmp,0.025084426626563072
i01_12_2.bmp,0.02167365327477455
i01_12_3.bmp,0.13244232535362244
i01_12_4.bmp,0.1202046200633049
i01_12_5.bmp,0.25109773874282837
i01_13_1.bmp,0.0203785989433527
i01_13_2.bmp,0.08068421483039856
i01_13_3.bmp,0.12418849766254425
i01_13_4.bmp,0.1878778338432312
i01_13_5.bmp,0.23366479575634003
i01_14_1.bmp,0.011631370522081852
i01_14_2.bmp,0.014219352975487709
i01_14_3.bmp,0.040750760585069656
i01_14_4.bmp,0.06937388330698013
i01_14_5.bmp,0.10112231969833374
i01_15_1.bmp,0.07998631149530411
i01_15_2.bmp,0.06843125075101852
i01_15_3.bmp,0.06083180010318756
i01_15_4.bmp,0.04217824712395668
i01_15_5.bmp,0.026987195014953613
i01_16_1.bmp,0.001304265228100121
i01_16_2.bmp,0.003646625205874443
i01_16_3.bmp,0.013372132554650307
i01_16_4.bmp,0.025899911299347878
i01_16_5.bmp,0.04996367543935776
i01_17_1.bmp,0.0038047812413424253
i01_17_2.bmp,0.010409034788608551
i01_17_3.bmp,0.026156188920140266
i01_17_4.bmp,0.03678315505385399
i01_17_5.bmp,0.11362171173095703
i01_18_1.bmp,0.01839681901037693
i01_18_2.bmp,0.038171470165252686
i01_18_3.bmp,0.08245283365249634
i01_18_4.bmp,0.16186736524105072
i01_18_5.bmp,0.1966393142938614
i01_19_1.bmp,0.018741948530077934
i01_19_2.bmp,0.0416133776307106
i01_19_3.bmp,0.09139354526996613
i01_19_4.bmp,0.18223005533218384
i01_19_5.bmp,0.34567657113075256
i01_20_1.bmp,0.008266662247478962
i01_20_2.bmp,0.017625482752919197
i01_20_3.bmp,0.036126408725976944
i01_20_4.bmp,0.07744814455509186
i01_20_5.bmp,0.14965397119522095
i01_21_1.bmp,0.021801713854074478
i01_21_2.bmp,0.04362949728965759
i01_21_3.bmp,0.08701635897159576
i01_21_4.bmp,0.18330977857112885
i01_21_5.bmp,0.3339178264141083
i01_22_1.bmp,0.023726899176836014
i01_22_2.bmp,0.05935211107134819
i01_22_3.bmp,0.10596326738595963
i01_22_4.bmp,0.18633687496185303
i01_22_5.bmp,0.4092065393924713
i01_23_1.bmp,0.04856171831488609
i01_23_2.bmp,0.13944801688194275
i01_23_3.bmp,0.22208036482334137
i01_23_4.bmp,0.36292973160743713
i01_23_5.bmp,0.7449572086334229
i01_24_1.bmp,0.03668699413537979
i01_24_2.bmp,0.08667967468500137
i01_24_3.bmp,0.20475390553474426
i01_24_4.bmp,0.512276291847229
i01_24_5.bmp,0.7191853523254395
i02_01_1.bmp,0.03987450152635574
i02_01_2.bmp,0.08399952203035355
i02_01_3.bmp,0.15986840426921844
i02_01_4.bmp,0.2830682396888733
i02_01_5.bmp,0.43926143646240234
i02_02_1.bmp,0.019244134426116943
i02_02_2.bmp,0.04306140914559364
i02_02_3.bmp,0.09221360087394714
i02_02_4.bmp,0.17131322622299194
i02_02_5.bmp,0.3023689389228821
i02_03_1.bmp,0.0814393162727356
i02_03_2.bmp,0.15365669131278992
i02_03_3.bmp,0.25977879762649536
i02_03_4.bmp,0.4100915789604187
i02_03_5.bmp,0.5575867891311646
i02_04_1.bmp,0.0054444819688797
i02_04_2.bmp,0.01314619928598404
i02_04_3.bmp,0.031437139958143234
i02_04_4.bmp,0.07506545633077621
i02_04_5.bmp,0.17052964866161346
i02_05_1.bmp,0.022682934999465942
i02_05_2.bmp,0.052894238382577896
i02_05_3.bmp,0.17249302566051483
i02_05_4.bmp,0.40641501545906067
i02_05_5.bmp,0.7251968383789062
i02_06_1.bmp,0.061688970774412155
i02_06_2.bmp,0.14940764009952545
i02_06_3.bmp,0.27254775166511536
i02_06_4.bmp,0.43378686904907227
i02_06_5.bmp,0.6094747185707092
i02_07_1.bmp,0.03468633070588112
i02_07_2.bmp,0.06880918890237808
i02_07_3.bmp,0.14555864036083221
i02_07_4.bmp,0.2131723016500473
i02_07_5.bmp,0.3225287199020386
i02_08_1.bmp,0.031241614371538162
i02_08_2.bmp,0.1128108948469162
i02_08_3.bmp,0.2840956449508667
i02_08_4.bmp,0.4622577130794525
i02_08_5.bmp,0.5999068021774292
i02_09_1.bmp,0.13709603250026703
i02_09_2.bmp,0.20128443837165833
i02_09_3.bmp,0.2872699797153473
i02_09_4.bmp,0.4161829650402069
i02_09_5.bmp,0.6142401099205017
i02_10_1.bmp,0.02675066888332367
i02_10_2.bmp,0.06859906762838364
i02_10_3.bmp,0.20797944068908691
i02_10_4.bmp,0.39459314942359924
i02_10_5.bmp,0.5025709271430969
i02_11_1.bmp,0.13188356161117554
i02_11_2.bmp,0.3143974840641022
i02_11_3.bmp,0.6072458028793335
i02_11_4.bmp,0.8057403564453125
i02_11_5.bmp,0.8574912548065186
i02_12_1.bmp,0.06775937974452972
i02_12_2.bmp,0.09805510938167572
i02_12_3.bmp,0.18633964657783508
i02_12_4.bmp,0.38828858733177185
i02_12_5.bmp,0.5409958958625793
i02_13_1.bmp,0.10468485951423645
i02_13_2.bmp,0.16106027364730835
i02_13_3.bmp,0.23290294408798218
i02_13_4.bmp,0.4459255337715149
i02_13_5.bmp,0.33830925822257996
i02_14_1.bmp,0.022590747103095055
i02_14_2.bmp,0.01249244250357151
i02_14_3.bmp,0.03527161851525307
i02_14_4.bmp,0.050439100712537766
i02_14_5.bmp,0.08941575884819031
i02_15_1.bmp,0.09024982154369354
i02_15_2.bmp,0.09020977467298508
i02_15_3.bmp,0.07492371648550034
i02_15_4.bmp,0.06754902750253677
i02_15_5.bmp,0.04571805149316788
i02_16_1.bmp,0.0016553853638470173
i02_16_2.bmp,0.004308696370571852
i02_16_3.bmp,0.01968003436923027
i02_16_4.bmp,0.03557489812374115
i02_16_5.bmp,0.0686202272772789
i02_17_1.bmp,0.0030509713105857372
i02_17_2.bmp,0.009286579675972462
i02_17_3.bmp,0.021165909245610237
i02_17_4.bmp,0.03460931032896042
i02_17_5.bmp,0.11345323920249939
i02_18_1.bmp,0.004784480668604374
i02_18_2.bmp,0.008518601767718792
i02_18_3.bmp,0.01753716915845871
i02_18_4.bmp,0.03617560490965843
i02_18_5.bmp,0.07434742152690887
i02_19_1.bmp,0.03588000684976578
i02_19_2.bmp,0.08008188009262085
i02_19_3.bmp,0.15476644039154053
i02_19_4.bmp,0.2813873887062073
i02_19_5.bmp,0.4328933656215668
i02_20_1.bmp,0.018384750932455063
i02_20_2.bmp,0.03692026808857918
i02_20_3.bmp,0.07712999731302261
i02_20_4.bmp,0.13908453285694122
i02_20_5.bmp,0.21173718571662903
i02_21_1.bmp,0.04553871974349022
i02_21_2.bmp,0.09886525571346283
i02_21_3.bmp,0.2169090211391449
i02_21_4.bmp,0.4063836634159088
i02_21_5.bmp,0.5992987155914307
i02_22_1.bmp,0.03878739848732948
i02_22_2.bmp,0.10824167728424072
i02_22_3.bmp,0.2121390998363495
i02_22_4.bmp,0.2897864580154419
i02_22_5.bmp,0.6219642162322998
i02_23_1.bmp,0.056494999676942825
i02_23_2.bmp,0.18048925697803497
i02_23_3.bmp,0.41839784383773804
i02_23_4.bmp,0.6966120004653931
i02_23_5.bmp,0.8082410097122192
i02_24_1.bmp,0.12191347777843475
i02_24_2.bmp,0.3147162199020386
i02_24_3.bmp,0.5376856327056885
i02_24_4.bmp,0.731752872467041
i02_24_5.bmp,0.7916420102119446
i03_01_1.bmp,0.1484178751707077
i03_01_2.bmp,0.2359413355588913
i03_01_3.bmp,0.35278934240341187
i03_01_4.bmp,0.49243929982185364
i03_01_5.bmp,0.6601494550704956
i03_02_1.bmp,0.09443602710962296
i03_02_2.bmp,0.16039206087589264
i03_02_3.bmp,0.2595369815826416
i03_02_4.bmp,0.37601906061172485
i03_02_5.bmp,0.518521785736084
i03_03_1.bmp,0.21899983286857605
i03_03_2.bmp,0.31515124440193176
i03_03_3.bmp,0.42417529225349426
i03_03_4.bmp,0.539699912071228
i03_03_5.bmp,0.6579617857933044
i03_04_1.bmp,0.008941836655139923
i03_04_2.bmp,0.02444736659526825
i03_04_3.bmp,0.05468768626451492
i03_04_4.bmp,0.11933070421218872
i03_04_5.bmp,0.23271971940994263
i03_05_1.bmp,0.10166597366333008
i03_05_2.bmp,0.175679013133049
i03_05_3.bmp,0.3605263829231262
i03_05_4.bmp,0.6156173944473267
i03_05_5.bmp,0.9358619451522827
i03_06_1.bmp,0.18326202034950256
i03_06_2.bmp,0.2631641924381256
i03_06_3.bmp,0.37805625796318054
i03_06_4.bmp,0.517888605594635
i03_06_5.bmp,0.7052278518676758
i03_07_1.bmp,0.12791530787944794
i03_07_2.bmp,0.18772773444652557
i03_07_3.bmp,0.26071658730506897
i03_07_4.bmp,0.299454003572464
i03_07_5.bmp,0.3352717161178589
i03_08_1.bmp,0.01688452437520027
i03_08_2.bmp,0.05980860814452171
i03_08_3.bmp,0.1616540402173996
i03_08_4.bmp,0.30303141474723816
i03_08_5.bmp,0.42434918880462646
i03_09_1.bmp,0.06517810374498367
i03_09_2.bmp,0.09621986746788025
i03_09_3.bmp,0.15726718306541443
i03_09_4.bmp,0.30861055850982666
i03_09_5.bmp,0.5165789127349854
i03_10_1.bmp,0.03378630802035332
i03_10_2.bmp,0.056588754057884216
i03_10_3.bmp,0.1379115879535675
i03_10_4.bmp,0.3429480791091919
i03_10_5.bmp,0.46589040756225586
i03_11_1.bmp,0.11918842792510986
i03_11_2.bmp,0.27919191122055054
i03_11_3.bmp,0.48248055577278137
i03_11_4.bmp,0.64741051197052
i03_11_5.bmp,0.7237100601196289
i03_12_1.bmp,0.062337178736925125
i03_12_2.bmp,0.1233435571193695
i03_12_3.bmp,0.22388464212417603
i03_12_4.bmp,0.2104434221982956
i03_12_5.bmp,0.40703147649765015
i03_13_1.bmp,0.14659583568572998
i03_13_2.bmp,0.2796129286289215
i03_13_3.bmp,0.39106011390686035
i03_13_4.bmp,0.4231910705566406
i03_13_5.bmp,0.5706300735473633
i03_14_1.bmp,0.018658746033906937
i03_14_2.bmp,0.007845471613109112
i03_14_3.bmp,0.01749437488615513
i03_14_4.bmp,0.0361672006547451
i03_14_5.bmp,0.06217159703373909
i03_15_1.bmp,0.09286434948444366
i03_15_2.bmp,0.08609557151794434
i03_15_3.bmp,0.07587704807519913
i03_15_4.bmp,0.06690368056297302
i03_15_5.bmp,0.03617371618747711
i03_16_1.bmp,0.0017707842634990811
i03_16_2.bmp,0.0053488463163375854
i03_16_3.bmp,0.0172153040766716
i03_16_4.bmp,0.03422904759645462
i03_16_5.bmp,0.07213103771209717
i03_17_1.bmp,0.003698015119880438
i03_17_2.bmp,0.012328270822763443
i03_17_3.bmp,0.022636106237769127
i03_17_4.bmp,0.04363323748111725
i03_17_5.bmp,0.10838216543197632
i03_18_1.bmp,0.007925733923912048
i03_18_2.bmp,0.012194067239761353
i03_18_3.bmp,0.0225319005548954
i03_18_4.bmp,0.0444953516125679
i03_18_5.bmp,0.09253612160682678
i03_19_1.bmp,0.12418372184038162
i03_19_2.bmp,0.20575229823589325
i03_19_3.bmp,0.31666427850723267
i03_19_4.bmp,0.46202734112739563
i03_19_5.bmp,0.6298468112945557
i03_20_1.bmp,0.028374694287776947
i03_20_2.bmp,0.05175649747252464
i03_20_3.bmp,0.09428682178258896
i03_20_4.bmp,0.14796103537082672
i03_20_5.bmp,0.22732380032539368
i03_21_1.bmp,0.10140254348516464
i03_21_2.bmp,0.20611532032489777
i03_21_3.bmp,0.3620697259902954
i03_21_4.bmp,0.5475001335144043
i03_21_5.bmp,0.7087274193763733
i03_22_1.bmp,0.09557586908340454
i03_22_2.bmp,0.15712527930736542
i03_22_3.bmp,0.2531403601169586
i03_22_4.bmp,0.45401257276535034
i03_22_5.bmp,0.562208890914917
i03_23_1.bmp,0.028522193431854248
i03_23_2.bmp,0.10066863894462585
i03_23_3.bmp,0.3123057782649994
i03_23_4.bmp,0.45750731229782104
i03_23_5.bmp,0.5775694847106934
i03_24_1.bmp,0.12006787955760956
i03_24_2.bmp,0.26042163372039795
i03_24_3.bmp,0.4644503593444824
i03_24_4.bmp,0.6259448528289795
i03_24_5.bmp,0.6826936602592468
i04_01_1.bmp,0.08640622347593307
i04_01_2.bmp,0.1731451004743576
i04_01_3.bmp,0.3056143522262573
i04_01_4.bmp,0.46843254566192627
i04_01_5.bmp,0.6573054790496826
i04_02_1.bmp,0.05225671827793121
i04_02_2.bmp,0.10955782234668732
i04_02_3.bmp,0.21147671341896057
i04_02_4.bmp,0.35414350032806396
i04_02_5.bmp,0.524512529373169
i04_03_1.bmp,0.17989687621593475
i04_03_2.bmp,0.2996238172054291
i04_03_3.bmp,0.44835424423217773
i04_03_4.bmp,0.5960918664932251
i04_03_5.bmp,0.7086489200592041
i04_04_1.bmp,0.013542675413191319
i04_04_2.bmp,0.031734857708215714
i04_04_3.bmp,0.06487240642309189
i04_04_4.bmp,0.13563713431358337
