name,topiq_fr
i01_01_1.bmp,0.9089189171791077
i01_01_2.bmp,0.8556886315345764
i01_01_3.bmp,0.7283004522323608
i01_01_4.bmp,0.5844470858573914
i01_01_5.bmp,0.4816247224807739
i01_02_1.bmp,0.923316240310669
i01_02_2.bmp,0.9012719988822937
i01_02_3.bmp,0.833919107913971
i01_02_4.bmp,0.708855926990509
i01_02_5.bmp,0.577559769153595
i01_03_1.bmp,0.7562275528907776
i01_03_2.bmp,0.6129273772239685
i01_03_3.bmp,0.5164797902107239
i01_03_4.bmp,0.43063491582870483
i01_03_5.bmp,0.3611018657684326
i01_04_1.bmp,0.9089834094047546
i01_04_2.bmp,0.8918150067329407
i01_04_3.bmp,0.8531826138496399
i01_04_4.bmp,0.7905167937278748
i01_04_5.bmp,0.6542635560035706
i01_05_1.bmp,0.9131568670272827
i01_05_2.bmp,0.8880950808525085
i01_05_3.bmp,0.7708390355110168
i01_05_4.bmp,0.577735960483551
i01_05_5.bmp,0.3699387013912201
i01_06_1.bmp,0.6045302748680115
i01_06_2.bmp,0.5538877248764038
i01_06_3.bmp,0.5281470417976379
i01_06_4.bmp,0.48604482412338257
i01_06_5.bmp,0.4309800863265991
i01_07_1.bmp,0.9020621180534363
i01_07_2.bmp,0.7756704688072205
i01_07_3.bmp,0.6949679255485535
i01_07_4.bmp,0.5857731699943542
i01_07_5.bmp,0.49452778697013855
i01_08_1.bmp,0.8881364464759827
i01_08_2.bmp,0.8012529611587524
i01_08_3.bmp,0.5961276292800903
i01_08_4.bmp,0.4179114103317261
i01_08_5.bmp,0.3223528265953064
i01_09_1.bmp,0.8897491693496704
i01_09_2.bmp,0.8365005850791931
i01_09_3.bmp,0.6809425354003906
i01_09_4.bmp,0.4696026146411896
i01_09_5.bmp,0.3435109257698059
i01_10_1.bmp,0.9217686057090759
i01_10_2.bmp,0.9031434059143066
i01_10_3.bmp,0.8060545921325684
i01_10_4.bmp,0.5517886877059937
i01_10_5.bmp,0.35334545373916626
i01_11_1.bmp,0.9178167581558228
i01_11_2.bmp,0.880972683429718
i01_11_3.bmp,0.777019739151001
i01_11_4.bmp,0.522800087928772
i01_11_5.bmp,0.3252938389778137
i01_12_1.bmp,0.8795092701911926
i01_12_2.bmp,0.8775858283042908
i01_12_3.bmp,0.6829760670661926
i01_12_4.bmp,0.6583399176597595
i01_12_5.bmp,0.5323081612586975
i01_13_1.bmp,0.8790730834007263
i01_13_2.bmp,0.7297717928886414
i01_13_3.bmp,0.5112998485565186
i01_13_4.bmp,0.4847770631313324
i01_13_5.bmp,0.47679582238197327
i01_14_1.bmp,0.8921783566474915
i01_14_2.bmp,0.8904507756233215
i01_14_3.bmp,0.854573667049408
i01_14_4.bmp,0.8088244199752808
i01_14_5.bmp,0.7485719323158264
i01_15_1.bmp,0.5177099108695984
i01_15_2.bmp,0.5393255352973938
i01_15_3.bmp,0.5652641654014587
i01_15_4.bmp,0.6185491681098938
i01_15_5.bmp,0.7339833378791809
i01_16_1.bmp,0.8896093964576721
i01_16_2.bmp,0.8761521577835083
i01_16_3.bmp,0.8266059756278992
i01_16_4.bmp,0.7825384736061096
i01_16_5.bmp,0.703417956829071
i01_17_1.bmp,0.8776142001152039
i01_17_2.bmp,0.8404257893562317
i01_17_3.bmp,0.7915006875991821
i01_17_4.bmp,0.7279930710792542
i01_17_5.bmp,0.5810261368751526
i01_18_1.bmp,0.8082992434501648
i01_18_2.bmp,0.7244624495506287
i01_18_3.bmp,0.6139236092567444
i01_18_4.bmp,0.48193711042404175
i01_18_5.bmp,0.48950791358947754
i01_19_1.bmp,0.91822350025177
i01_19_2.bmp,0.8874584436416626
i01_19_3.bmp,0.8083024024963379
i01_19_4.bmp,0.6472774147987366
i01_19_5.bmp,0.479340523481369
i01_20_1.bmp,0.9208799004554749
i01_20_2.bmp,0.9180005192756653
i01_20_3.bmp,0.9054369330406189
i01_20_4.bmp,0.8314995169639587
i01_20_5.bmp,0.6894383430480957
i01_21_1.bmp,0.9115540981292725
i01_21_2.bmp,0.8638660311698914
i01_21_3.bmp,0.7295250296592712
i01_21_4.bmp,0.5738670825958252
i01_21_5.bmp,0.43827736377716064
i01_22_1.bmp,0.8933104872703552
i01_22_2.bmp,0.8170292973518372
i01_22_3.bmp,0.6656827926635742
i01_22_4.bmp,0.5446211695671082
i01_22_5.bmp,0.40182286500930786
i01_23_1.bmp,0.9103590846061707
i01_23_2.bmp,0.8457766771316528
i01_23_3.bmp,0.7566820383071899
i01_23_4.bmp,0.5820810198783875
i01_23_5.bmp,0.36308756470680237
i01_24_1.bmp,0.9100443720817566
i01_24_2.bmp,0.8515788912773132
i01_24_3.bmp,0.6690962910652161
i01_24_4.bmp,0.4572150707244873
i01_24_5.bmp,0.3135647773742676
i02_01_1.bmp,0.9242967963218689
i02_01_2.bmp,0.8643346428871155
i02_01_3.bmp,0.7440539598464966
i02_01_4.bmp,0.5912045836448669
i02_01_5.bmp,0.4634232521057129
i02_02_1.bmp,0.9415298104286194
i02_02_2.bmp,0.9180212616920471
i02_02_3.bmp,0.8541855216026306
i02_02_4.bmp,0.7363488078117371
i02_02_5.bmp,0.5767970681190491
i02_03_1.bmp,0.7856996655464172
i02_03_2.bmp,0.6355687975883484
i02_03_3.bmp,0.49021556973457336
i02_03_4.bmp,0.40341824293136597
i02_03_5.bmp,0.3444685935974121
i02_04_1.bmp,0.9377187490463257
i02_04_2.bmp,0.9174781441688538
i02_04_3.bmp,0.8645503520965576
i02_04_4.bmp,0.7639291286468506
i02_04_5.bmp,0.6198145151138306
i02_05_1.bmp,0.9376657605171204
i02_05_2.bmp,0.9126222133636475
i02_05_3.bmp,0.8075458407402039
i02_05_4.bmp,0.5937930941581726
i02_05_5.bmp,0.39139336347579956
i02_06_1.bmp,0.5872731804847717
i02_06_2.bmp,0.48336130380630493
i02_06_3.bmp,0.40237343311309814
i02_06_4.bmp,0.3682079315185547
i02_06_5.bmp,0.3380504548549652
i02_07_1.bmp,0.9155333638191223
i02_07_2.bmp,0.8481534123420715
i02_07_3.bmp,0.725246012210846
i02_07_4.bmp,0.6515099406242371
i02_07_5.bmp,0.4462776780128479
i02_08_1.bmp,0.9237160086631775
i02_08_2.bmp,0.8584350943565369
i02_08_3.bmp,0.6559492349624634
i02_08_4.bmp,0.46260684728622437
i02_08_5.bmp,0.3552074730396271
i02_09_1.bmp,0.8811307549476624
i02_09_2.bmp,0.8223448395729065
