name,dbcnn
10004473376.jpg,0.7548638582229614
10007357496.jpg,0.6684360504150391
10007903636.jpg,0.7323405742645264
10009096245.jpg,0.5377036929130554
100117038.jpg,0.5615012645721436
10012398043.jpg,0.6078841686248779
10013822223.jpg,0.6134098172187805
10014002683.jpg,0.40125808119773865
10017119924.jpg,0.6747683882713318
10020766793.jpg,0.7653039693832397
10020891105.jpg,0.3883976340293884
10022757465.jpg,0.6392754316329956
10022844623.jpg,0.617434561252594
10027545463.jpg,0.6383457183837891
10027582235.jpg,0.6559972167015076
10029841663.jpg,0.622342586517334
10031298826.jpg,0.4512905478477478
10031913154.jpg,0.6252622604370117
10039534103.jpg,0.5593681931495667
10041870415.jpg,0.49738478660583496
10043785683.jpg,0.6938815116882324
10047832035.jpg,0.6046770811080933
10048365153.jpg,0.546452522277832
9954707815.jpg,0.5498286485671997
9960023395.jpg,0.48235470056533813
9961801436.jpg,0.26314085721969604
9962870083.jpg,0.35476067662239075
9967844514.jpg,0.5647352933883667
9973079444.jpg,0.41037943959236145
9975733946.jpg,0.5937541723251343
9977056676.jpg,0.37006431818008423
9977191265.jpg,0.5863510370254517
9978257554.jpg,0.5521351099014282
9984535544.jpg,0.6899257898330688
9991658304.jpg,0.7598921060562134
9991999836.jpg,0.720984697341919
9994596295.jpg,0.6725603342056274
99945962959.jpg,0.505830705165863
9995874256.jpg,0.5362585783004761
9996001596.jpg,0.31047043204307556
9923967865.jpg,0.7079465985298157
9925803176.jpg,0.6580825448036194
9927178013.jpg,0.2915536165237427
992920521.jpg,0.4649309813976288
9932883805.jpg,0.5673816800117493
9933953566.jpg,0.5899854898452759
9934338535.jpg,0.6597025394439697
9935149655.jpg,0.4975321888923645
99355212.jpg,0.46617811918258667
9935622.jpg,0.24562755227088928
9936084895.jpg,0.6445457935333252
9937341544.jpg,0.6340923309326172
9941134286.jpg,0.5261380076408386
9941646054.jpg,0.38920149207115173
9942057643.jpg,0.6983486413955688
9942195273.jpg,0.6927084922790527
9945099433.jpg,0.3720947206020355
9877078626.jpg,0.7061578035354614
9878706283.jpg,0.37687158584594727
9884648494.jpg,0.5725493431091309
9884831806.jpg,0.5633273124694824
9895608016.jpg,0.33333736658096313
9895678845.jpg,0.5670182108879089
9898091624.jpg,0.26535290479660034
9905421695.jpg,0.4930045008659363
9905676544.jpg,0.3634808659553528
9906667675.jpg,0.366748571395874
9910043795.jpg,0.6776651740074158
9910216783.jpg,0.6932118535041809
9913105155.jpg,0.529374361038208
9915601385.jpg,0.547160804271698
9916890605.jpg,0.29548513889312744
9919248523.jpg,0.5234344601631165
9923517944.jpg,0.45419803261756897
10050349236.jpg,0.2452654391527176
10091520555.jpg,0.2772458791732788
10147970884.jpg,0.6353363394737244
10186643874.jpg,0.4179568886756897
10226277514.jpg,0.31615757942199707
10278246465.jpg,0.7107905149459839
10325321.jpg,0.582169771194458
10358252894.jpg,0.5443075299263
10407720764.jpg,0.2436038851737976
10446770756.jpg,0.5215473771095276
10474002734.jpg,0.7271285057067871
10530470795.jpg,0.2992796003818512
10568567754.jpg,0.752610981464386
10605846204.jpg,0.5692461729049683
1063722220.jpg,0.38184165954589844
10683218616.jpg,0.6230412721633911
10723077086.jpg,0.7188938856124878
10765812585.jpg,0.3464701771736145
10799853136.jpg,0.6530269384384155
1085590803.jpg,0.1609218716621399
10895044423.jpg,0.1936570703983307
10923819485.jpg,0.27472004294395447
10981006796.jpg,0.16118332743644714
11023346856.jpg,0.4074229598045349
11068654734.jpg,0.5816773176193237
11139580153.jpg,0.24376332759857178
11175538013.jpg,0.5093250274658203
11241096796.jpg,0.6035853624343872
11269626135.jpg,0.6866179704666138
11302087114.jpg,0.3515934944152832
11347140483.jpg,0.5334928035736084
9823593036.jpg,0.6934239268302917
9826425224.jpg,0.38066786527633667
9829643193.jpg,0.6152781248092651
9831633846.jpg,0.5191602110862732
9834223025.jpg,0.5062234401702881
9835851375.jpg,0.5662842988967896
9842027236.jpg,0.7524877786636353
9842476936.jpg,0.6019789576530457
9843144115.jpg,0.5981405973434448
9844170304.jpg,0.4727058410644531
9847211516.jpg,0.45166119933128357
9849484955.jpg,0.3632732629776001
9859562873.jpg,0.36631232500076294
9866104216.jpg,0.5024276375770569
9866692876.jpg,0.7080968618392944
9873105273.jpg,0.4949786365032196
9876829794.jpg,0.6213589310646057
9784668705.jpg,0.5409032702445984
9788787724.jpg,0.1911647915840149
9795259723.jpg,0.5268974900245667
9795395745.jpg,0.5484458804130554
