name,paq2piq
10004473376.jpg,78.97966766357422
10007357496.jpg,70.5984878540039
10007903636.jpg,79.07158660888672
10009096245.jpg,73.94123077392578
100117038.jpg,76.04045867919922
10012398043.jpg,70.20523834228516
10013822223.jpg,71.88057708740234
10014002683.jpg,63.42293930053711
10017119924.jpg,74.5727767944336
10020766793.jpg,75.63432312011719
10020891105.jpg,73.64156341552734
10022757465.jpg,72.89749908447266
10022844623.jpg,74.80156707763672
10027545463.jpg,76.68489837646484
10027582235.jpg,79.84905242919922
10029841663.jpg,77.13310241699219
10031298826.jpg,63.324100494384766
10031913154.jpg,74.04671478271484
10039534103.jpg,75.3050308227539
10041870415.jpg,75.91104888916016
10043785683.jpg,78.01789093017578
10047832035.jpg,73.04908752441406
10048365153.jpg,72.31120300292969
9954707815.jpg,75.15723419189453
9960023395.jpg,74.0248031616211
9961801436.jpg,47.892391204833984
9962870083.jpg,70.36044311523438
9967844514.jpg,74.48358154296875
9973079444.jpg,76.4945297241211
9975733946.jpg,75.6421127319336
9977056676.jpg,70.5191879272461
9977191265.jpg,79.16844940185547
9978257554.jpg,73.63970947265625
9984535544.jpg,73.93360137939453
9991658304.jpg,80.0257568359375
9991999836.jpg,76.83126068115234
9994596295.jpg,76.38639831542969
99945962959.jpg,70.71228790283203
9995874256.jpg,74.58807373046875
9996001596.jpg,60.897254943847656
9923967865.jpg,80.6119384765625
9925803176.jpg,77.2628402709961
9927178013.jpg,62.72449493408203
992920521.jpg,65.95820617675781
9932883805.jpg,73.54395294189453
9933953566.jpg,73.7116928100586
9934338535.jpg,76.2253646850586
9935149655.jpg,74.09884643554688
99355212.jpg,67.10322570800781
9935622.jpg,58.03510284423828
9936084895.jpg,78.0105972290039
9937341544.jpg,77.6331558227539
9941134286.jpg,78.03507232666016
9941646054.jpg,73.24895477294922
9942057643.jpg,77.34607696533203
9942195273.jpg,77.41629791259766
9945099433.jpg,73.0135269165039
9877078626.jpg,75.38240051269531
9878706283.jpg,70.0589370727539
9884648494.jpg,76.1062240600586
9884831806.jpg,72.9461898803711
9895608016.jpg,73.52135467529297
9895678845.jpg,73.6771469116211
9898091624.jpg,68.60794830322266
9905421695.jpg,69.5998764038086
9905676544.jpg,59.5390510559082
9906667675.jpg,59.89892578125
9910043795.jpg,76.5970230102539
9910216783.jpg,80.93629455566406
9913105155.jpg,75.20780181884766
9915601385.jpg,70.34064483642578
9916890605.jpg,72.1056137084961
9919248523.jpg,60.03319549560547
9923517944.jpg,69.5998764038086
10050349236.jpg,53.115638732910156
10091520555.jpg,73.18872833251953
10147970884.jpg,77.91130828857422
10186643874.jpg,71.18010711669922
10226277514.jpg,70.91752624511719
10278246465.jpg,77.94635772705078
10325321.jpg,78.56884002685547
10358252894.jpg,72.9257583618164
10407720764.jpg,57.204071044921875
10446770756.jpg,70.61603546142578
10474002734.jpg,76.17304229736328
10530470795.jpg,69.28508758544922
10568567754.jpg,77.33885955810547
10605846204.jpg,74.75194549560547
1063722220.jpg,65.60625457763672
10683218616.jpg,74.17523956298828
10723077086.jpg,75.88353729248047
10765812585.jpg,64.78084564208984
10799853136.jpg,71.11026763916016
1085590803.jpg,61.57887649536133
10895044423.jpg,64.43516540527344
10923819485.jpg,64.99835205078125
10981006796.jpg,51.035438537597656
11023346856.jpg,74.56826782226562
11068654734.jpg,70.59954833984375
11139580153.jpg,63.70582962036133
11175538013.jpg,75.97921752929688
11241096796.jpg,62.40948486328125
11269626135.jpg,78.48158264160156
11302087114.jpg,69.81525421142578
11347140483.jpg,69.63358306884766
9823593036.jpg,73.59900665283203
9826425224.jpg,73.72545623779297
9829643193.jpg,72.67594146728516
9831633846.jpg,77.94367980957031
9834223025.jpg,78.45448303222656
9835851375.jpg,74.85746002197266
9842027236.jpg,78.49451446533203
9842476936.jpg,74.89364624023438
9843144115.jpg,77.67511749267578
9844170304.jpg,74.10919189453125
9847211516.jpg,76.48028564453125
9849484955.jpg,68.70503997802734
9859562873.jpg,65.87496948242188
9866104216.jpg,70.99983978271484
9866692876.jpg,74.97200775146484
9873105273.jpg,71.04823303222656
9876829794.jpg,75.52804565429688
9784668705.jpg,77.95777130126953
9788787724.jpg,55.29290771484375
9795259723.jpg,75.78748321533203
9795395745.jpg,63.05152893066406
97984449.jpg,72.6749038696289
9802094923.jpg,68.7869644165039
9805144264.jpg,74.39754486083984
9806684784.jpg,73.49527740478516
9808126155.jpg,68.5519790649414
9813135.jpg,70.25348663330078
9814999.jpg,56.81708526611328
9819586584.jpg,73.58805084228516
9821930934.jpg,77.21338653564453
9822554264.jpg,72.52828216552734
9822707366.jpg,76.10895538330078
9822906336.jpg,65.6909408569336
9823089054.jpg,68.39830017089844
9765112254.jpg,67.36377716064453
9766865862.jpg,61.557838439941406
9766930762.jpg,69.09569549560547
9767151984.jpg,53.424598693847656
9767373513.jpg,76.59001159667969
9767747482.jpg,61.16656494140625
9768426856.jpg,68.27481842041016
976846781.jpg,55.25690841674805
9768559232.jpg,73.51851654052734
9768629394.jpg,72.43524169921875
9768810935.jpg,75.56023406982422
9769299262.jpg,69.66674041748047
9770742411.jpg,77.03165435791016
9772275331.jpg,75.02981567382812
9774901765.jpg,59.65363311767578
9777290841.jpg,78.14582061767578
9780398791.jpg,77.2832260131836
9730872137.jpg,52.07358932495117
9731493509.jpg,66.6790771484375
9732569997.jpg,76.30414581298828
9733980007.jpg,65.0584487915039
9737356732.jpg,79.1546401977539
9737673243.jpg,65.79513549804688
9740171796.jpg,82.73125457763672
9741202505.jpg,60.558692932128906
9742193422.jpg,73.0690689086914
9743636678.jpg,60.885902404785156
9753718946.jpg,78.4708023071289
9754442293.jpg,78.6050033569336
9758297555.jpg,71.45931243896484
9759154326.jpg,74.98037719726562
9760551223.jpg,73.11078643798828
9762345346.jpg,73.09142303466797
9762410596.jpg,71.8170394897461
9712984770.jpg,70.86027526855469
9713017105.jpg,65.09043884277344
9714595106.jpg,73.18109893798828
9716659455.jpg,76.5920181274414
9716988368.jpg,76.41134643554688
9719700871.jpg,71.4190444946289
9719721958.jpg,73.67414093017578
9720517445.jpg,70.38221740722656
9722821291.jpg,61.21238708496094
9723327327.jpg,74.67220306396484
9723836931.jpg,78.88517761230469
9723956053.jpg,70.69049835205078
9724107986.jpg,69.82138061523438
9724373732.jpg,73.38948822021484
9725681826.jpg,75.16700744628906
9726620129.jpg,75.09507751464844
9727569377.jpg,75.4422378540039
9695883869.jpg,77.78539276123047
9699196303.jpg,73.36126708984375
9700041426.jpg,66.05553436279297
9700460977.jpg,69.73894500732422
9701303901.jpg,56.07417297363281
9702019166.jpg,71.5059814453125
9702746204.jpg,72.22600555419922
9702908989.jpg,77.8844985961914
9703418771.jpg,53.77439880371094
970460687.jpg,76.61842346191406
9707913077.jpg,78.59711456298828
9707926050.jpg,55.95536422729492
9708878805.jpg,73.04837799072266
9709188366.jpg,75.21277618408203
9710495757.jpg,80.91923522949219
9710823281.jpg,74.61112213134766
9712051180.jpg,73.43621826171875
9680493700.jpg,66.49747467041016
9681377633.jpg,57.198875427246094
9683345746.jpg,72.70812225341797
9684211981.jpg,81.59329223632812
9685106937.jpg,63.84825897216797
9686337427.jpg,50.68144989013672
9686480737.jpg,50.134033203125
9687081006.jpg,75.89046478271484
9687603044.jpg,67.4607925415039
9687869732.jpg,50.9864387512207
9688720350.jpg,69.88935852050781
9689861322.jpg,44.69697570800781
9690359369.jpg,72.9756851196289
9692018769.jpg,60.90138626098633
9692544079.jpg,67.8565444946289
9694060266.jpg,74.68677520751953
9694884270.jpg,72.0198974609375
9660068454.jpg,67.56145477294922
9665243526.jpg,76.0858383178711
96655810.jpg,73.72376251220703
9665864657.jpg,71.3169937133789
9668766101.jpg,65.29637145996094
9669000594.jpg,74.11003112792969
9669015372.jpg,74.16388702392578
9669417942.jpg,73.0932388305664
9670754375.jpg,63.66328811645508
9671600986.jpg,72.089111328125
9673401997.jpg,63.69182586669922
9674243129.jpg,74.53728485107422
967548785.jpg,69.27156829833984
9677255399.jpg,66.11616516113281
9677256773.jpg,67.00200653076172
9677297702.jpg,57.651756286621094
9678381010.jpg,60.35612869262695
9650999310.jpg,62.08802795410156
9651547204.jpg,66.65409088134766
9652506914.jpg,76.29613494873047
9653610008.jpg,73.96155548095703
9653701546.jpg,71.27989959716797
9654367147.jpg,76.16680908203125
9654393465.jpg,69.08238220214844
9654462771.jpg,69.44868469238281
9655773082.jpg,73.70347595214844
9656195199.jpg,66.34644317626953
9657096738.jpg,78.27642059326172
9657273121.jpg,74.81415557861328
9657446583.jpg,73.48486328125
9657450632.jpg,72.76677703857422
9657756963.jpg,77.6718978881836
965852463.jpg,72.17278289794922
9658774813.jpg,72.10774993896484
9629668489.jpg,75.92964172363281
9630240273.jpg,74.86786651611328
9630325643.jpg,61.7900390625
9632208628.jpg,67.93025970458984
9633489441.jpg,59.22255325317383
9634215065.jpg,70.52742004394531
9638117839.jpg,73.12100982666016
9639418449.jpg,72.13593292236328
9641836616.jpg,81.62469482421875
9642249347.jpg,66.8340072631836
9642841042.jpg,78.72442626953125
9642860901.jpg,77.7611083984375
9642986357.jpg,59.4645881652832
9646156379.jpg,73.0616226196289
9646776074.jpg,71.15193939208984
9648319367.jpg,75.43174743652344
9648549075.jpg,70.60188293457031
9605307671.jpg,78.80094146728516
9606718162.jpg,79.83404541015625
9606775848.jpg,73.41926574707031
9607964223.jpg,76.38813781738281
9609818482.jpg,79.36599731445312
9613563930.jpg,74.97990417480469
9613807416.jpg,76.49726104736328
9615457112.jpg,77.47696685791016
9615940305.jpg,78.15968322753906
9618300510.jpg,71.11261749267578
9618361879.jpg,72.82044982910156
9618367899.jpg,75.80204010009766
9618688199.jpg,67.69424438476562
9619949433.jpg,63.65798568725586
9623701556.jpg,80.36736297607422
9625138420.jpg,77.63176727294922
9625551668.jpg,70.77389526367188
9587142056.jpg,73.79133605957031
9587630414.jpg,76.39212036132812
9588413178.jpg,77.61852264404297
9589321595.jpg,76.33423614501953
9589470493.jpg,69.52618408203125
9590556429.jpg,47.90436553955078
9590947426.jpg,72.56851959228516
9592992525.jpg,58.2705192565918
9593149678.jpg,73.33065032958984
9594906572.jpg,78.32982635498047
9596892460.jpg,75.34622955322266
9597188417.jpg,62.901023864746094
9600932470.jpg,74.9779281616211
9602489525.jpg,70.5462646484375
9602714230.jpg,73.61463165283203
9602922316.jpg,76.94161224365234
9604185976.jpg,75.21900177001953
9571610402.jpg,78.87185668945312
95721252.jpg,76.49422454833984
9572676975.jpg,72.33934020996094
9577464036.jpg,75.96077728271484
9577991089.jpg,67.28247833251953
9578088583.jpg,55.82086181640625
9581038288.jpg,65.90562438964844
9581108826.jpg,81.56188201904297
9581336227.jpg,72.06861114501953
9582086369.jpg,74.41094970703125
9582851453.jpg,69.70613861083984
9582874322.jpg,65.17350006103516
9583278733.jpg,75.3366470336914
9583424619.jpg,69.9672622680664
9584563009.jpg,63.634586334228516
9584749572.jpg,66.79332733154297
9585740831.jpg,70.54337310791016
9546481286.jpg,80.3702163696289
9547511197.jpg,72.71057891845703
9549652790.jpg,75.29005432128906
9549856021.jpg,74.93541717529297
9550375184.jpg,77.72464752197266
9550673458.jpg,61.18115997314453
9553679433.jpg,77.02096557617188
9554062765.jpg,57.76688003540039
9557331185.jpg,68.22063446044922
9560250736.jpg,58.818687438964844
9561571974.jpg,77.37181854248047
9561731191.jpg,76.47124481201172
9562837541.jpg,80.10287475585938
9565379403.jpg,75.6164321899414
9566357532.jpg,77.45458221435547
9567386872.jpg,75.44710540771484
9569732421.jpg,73.4266357421875
9530922505.jpg,77.8648452758789
9534283737.jpg,81.66883087158203
9535634646.jpg,76.4568099975586
9535859777.jpg,72.10482025146484
9536013325.jpg,76.65515899658203
9536683213.jpg,82.4750747680664
9537434864.jpg,74.71526336669922
9538010793.jpg,74.72753143310547
9538674147.jpg,71.76671600341797
9539965008.jpg,77.5133056640625
9540532896.jpg,77.0228500366211
9541231306.jpg,58.053382873535156
9541303452.jpg,55.54820251464844
9541618071.jpg,67.50992584228516
9543397077.jpg,73.34957122802734
9544478990.jpg,77.02093505859375
9544682172.jpg,76.89363098144531
9521784071.jpg,72.3635025024414
9522074895.jpg,75.40727233886719
9522817562.jpg,78.8502426147461
9523088763.jpg,77.00335693359375
9523882653.jpg,72.17748260498047
9524699151.jpg,77.26944732666016
9525267533.jpg,64.13987731933594
9526511129.jpg,77.52818298339844
9526789940.jpg,74.6883773803711
9526812010.jpg,71.97899627685547
9527678556.jpg,75.55229949951172
9527733918.jpg,75.57804870605469
9527961628.jpg,70.17618560791016
9527980922.jpg,72.73065948486328
9528230846.jpg,79.79218292236328
9528238832.jpg,72.73400115966797
9528268471.jpg,74.98844146728516
950420073.jpg,76.16085052490234
9505522131.jpg,76.55523681640625
9506730000.jpg,65.22655487060547
9507159381.jpg,61.17223358154297
9508337257.jpg,65.87731170654297
9508596066.jpg,76.31153106689453
9510636160.jpg,76.5327377319336
9510794857.jpg,62.51115417480469
9510873691.jpg,77.67452239990234
9512008685.jpg,76.93096923828125
9512191283.jpg,81.22108459472656
9513920516.jpg,67.49376678466797
9515243339.jpg,74.80977630615234
9517140367.jpg,71.2950210571289
9517941769.jpg,70.27071380615234
9518037590.jpg,74.40239715576172
9519070785.jpg,79.49488067626953
9488864072.jpg,60.017189025878906
9489836089.jpg,75.83060455322266
9490079439.jpg,77.71586608886719
9490329837.jpg,72.50879669189453
9493293324.jpg,76.38842010498047
9494293866.jpg,74.3650131225586
