name,clipiqa+
10004473376.jpg,0.7509651184082031
10007357496.jpg,0.6990090608596802
10007903636.jpg,0.732510507106781
10009096245.jpg,0.6028149127960205
100117038.jpg,0.6843003034591675
10012398043.jpg,0.6531934142112732
10013822223.jpg,0.645510196685791
10014002683.jpg,0.6085842847824097
10017119924.jpg,0.674452006816864
10020766793.jpg,0.7885834574699402
10020891105.jpg,0.5370335578918457
10022757465.jpg,0.695685625076294
10022844623.jpg,0.6360085606575012
10027545463.jpg,0.7000126242637634
10027582235.jpg,0.7852712869644165
10029841663.jpg,0.7394363880157471
10031298826.jpg,0.4599747657775879
10031913154.jpg,0.6305834054946899
10039534103.jpg,0.675001859664917
10041870415.jpg,0.646512508392334
10043785683.jpg,0.6803742051124573
10047832035.jpg,0.7043814063072205
10048365153.jpg,0.6334953308105469
9954707815.jpg,0.6133649945259094
9960023395.jpg,0.5668743252754211
9961801436.jpg,0.4097193479537964
9962870083.jpg,0.5597373247146606
9967844514.jpg,0.6726570725440979
9973079444.jpg,0.6496582627296448
9975733946.jpg,0.7260922789573669
9977056676.jpg,0.5833231806755066
9977191265.jpg,0.7421808838844299
9978257554.jpg,0.6553181409835815
9984535544.jpg,0.696260929107666
9991658304.jpg,0.7662456631660461
9991999836.jpg,0.783216118812561
9994596295.jpg,0.7992234230041504
99945962959.jpg,0.5451506972312927
9995874256.jpg,0.5896162390708923
9996001596.jpg,0.5827702283859253
9923967865.jpg,0.7580463290214539
9925803176.jpg,0.6480070352554321
9927178013.jpg,0.4289695620536804
992920521.jpg,0.602417528629303
9932883805.jpg,0.7059010863304138
9933953566.jpg,0.7156484127044678
9934338535.jpg,0.6368888020515442
9935149655.jpg,0.5568538308143616
99355212.jpg,0.6092483997344971
9935622.jpg,0.4277324080467224
9936084895.jpg,0.5455505847930908
9937341544.jpg,0.7408813238143921
9941134286.jpg,0.6704902648925781
9941646054.jpg,0.5188747048377991
9942057643.jpg,0.7331293225288391
9942195273.jpg,0.7386624217033386
9945099433.jpg,0.566110372543335
9877078626.jpg,0.7440897822380066
9878706283.jpg,0.43694907426834106
9884648494.jpg,0.6884684562683105
9884831806.jpg,0.7049797773361206
9895608016.jpg,0.583541750907898
9895678845.jpg,0.5841358304023743
9898091624.jpg,0.5026030540466309
9905421695.jpg,0.498568058013916
9905676544.jpg,0.5821003913879395
9906667675.jpg,0.33176806569099426
9910043795.jpg,0.6915687322616577
9910216783.jpg,0.7284322381019592
9913105155.jpg,0.5917365550994873
9915601385.jpg,0.6386372447013855
9916890605.jpg,0.5273737907409668
9919248523.jpg,0.5499687194824219
9923517944.jpg,0.5714048147201538
10050349236.jpg,0.3682774305343628
10091520555.jpg,0.35344716906547546
10147970884.jpg,0.7427416443824768
10186643874.jpg,0.5261756777763367
10226277514.jpg,0.42761752009391785
10278246465.jpg,0.7070412039756775
10325321.jpg,0.7349721193313599
10358252894.jpg,0.5469496846199036
10407720764.jpg,0.4263920485973358
10446770756.jpg,0.6270020008087158
10474002734.jpg,0.7104825973510742
10530470795.jpg,0.4349152445793152
10568567754.jpg,0.755719006061554
10605846204.jpg,0.6973986625671387
1063722220.jpg,0.5494427680969238
10683218616.jpg,0.6788039207458496
10723077086.jpg,0.7374535202980042
10765812585.jpg,0.479451060295105
10799853136.jpg,0.6692668795585632
1085590803.jpg,0.2908360958099365
10895044423.jpg,0.34606635570526123
10923819485.jpg,0.3258610963821411
10981006796.jpg,0.18229669332504272
11023346856.jpg,0.6680018305778503
11068654734.jpg,0.645645260810852
11139580153.jpg,0.38442498445510864
11175538013.jpg,0.6557619571685791
11241096796.jpg,0.6764604449272156
11269626135.jpg,0.7225600481033325
11302087114.jpg,0.45878344774246216
11347140483.jpg,0.5149703621864319
9823593036.jpg,0.6177412271499634
9826425224.jpg,0.5582940578460693
9829643193.jpg,0.5871196389198303
9831633846.jpg,0.6971542239189148
9834223025.jpg,0.49443885684013367
9835851375.jpg,0.6490422487258911
9842027236.jpg,0.7324387431144714
9842476936.jpg,0.6796228289604187
9843144115.jpg,0.7013341188430786
9844170304.jpg,0.6269170641899109
9847211516.jpg,0.6117825508117676
9849484955.jpg,0.38689759373664856
9859562873.jpg,0.4502809941768646
9866104216.jpg,0.6144008040428162
9866692876.jpg,0.7085341215133667
9873105273.jpg,0.6018797159194946
9876829794.jpg,0.7217719554901123
9784668705.jpg,0.6558718085289001
9788787724.jpg,0.33417725563049316
9795259723.jpg,0.6352252960205078
9795395745.jpg,0.6014703512191772
97984449.jpg,0.558413028717041
9802094923.jpg,0.29439958930015564
9805144264.jpg,0.6211475729942322
9806684784.jpg,0.732023298740387
9808126155.jpg,0.3463616669178009
