name,brisque
10004473376.jpg,8.84881591796875
10007357496.jpg,12.91473388671875
10007903636.jpg,-11.11993408203125
10009096245.jpg,19.41278076171875
100117038.jpg,12.59442138671875
10012398043.jpg,23.72625732421875
10013822223.jpg,45.77020263671875
10014002683.jpg,46.62420654296875
10017119924.jpg,13.84686279296875
10020766793.jpg,1.02215576171875
10020891105.jpg,6.20233154296875
10022757465.jpg,39.71600341796875
10022844623.jpg,-4.28399658203125
10027545463.jpg,21.14324951171875
10027582235.jpg,4.57342529296875
10029841663.jpg,26.38739013671875
10031298826.jpg,-7.63897705078125
10031913154.jpg,18.46209716796875
10039534103.jpg,26.13690185546875
10041870415.jpg,10.22283935546875
10043785683.jpg,8.86248779296875
10047832035.jpg,-6.44854736328125
10048365153.jpg,2.01336669921875
9954707815.jpg,13.02947998046875
9960023395.jpg,6.49041748046875
9961801436.jpg,23.99822998046875
9962870083.jpg,14.03680419921875
9967844514.jpg,39.14471435546875
9973079444.jpg,9.85711669921875
9975733946.jpg,19.20623779296875
9977056676.jpg,4.35076904296875
9977191265.jpg,8.50799560546875
9978257554.jpg,13.17694091796875
9984535544.jpg,-10.58331298828125
9991658304.jpg,16.62713623046875
9991999836.jpg,-11.47198486328125
9994596295.jpg,21.05877685546875
99945962959.jpg,55.22674560546875
9995874256.jpg,9.12322998046875
9996001596.jpg,23.65350341796875
9923967865.jpg,11.68768310546875
9925803176.jpg,5.29656982421875
9927178013.jpg,41.21258544921875
992920521.jpg,16.92596435546875
9932883805.jpg,21.55682373046875
9933953566.jpg,-0.91387939453125
9934338535.jpg,24.73944091796875
9935149655.jpg,42.18768310546875
99355212.jpg,27.65692138671875
9935622.jpg,45.28094482421875
9936084895.jpg,42.87615966796875
9937341544.jpg,10.31463623046875
9941134286.jpg,17.32147216796875
9941646054.jpg,20.00408935546875
9942057643.jpg,19.14862060546875
9942195273.jpg,4.88885498046875
9945099433.jpg,26.90447998046875
9877078626.jpg,17.33416748046875
9878706283.jpg,13.33612060546875
9884648494.jpg,28.31854248046875
9884831806.jpg,19.74530029296875
9895608016.jpg,21.89227294921875
9895678845.jpg,9.99530029296875
9898091624.jpg,35.24725341796875
9905421695.jpg,11.33563232421875
9905676544.jpg,34.16082763671875
9906667675.jpg,5.38446044921875
9910043795.jpg,23.47528076171875
9910216783.jpg,31.17010498046875
9913105155.jpg,0.08465576171875
9915601385.jpg,-3.51202392578125
9916890605.jpg,27.16375732421875
9919248523.jpg,38.71112060546875
9923517944.jpg,32.46502685546875
10050349236.jpg,28.30535888671875
10091520555.jpg,19.81219482421875
10147970884.jpg,37.76287841796875
10186643874.jpg,20.75750732421875
10226277514.jpg,11.63983154296875
10278246465.jpg,11.24090576171875
10325321.jpg,32.50653076171875
10358252894.jpg,31.81072998046875
10407720764.jpg,26.16033935546875
10446770756.jpg,-8.20733642578125
10474002734.jpg,14.42498779296875
10530470795.jpg,37.15057373046875
10568567754.jpg,19.18133544921875
10605846204.jpg,-2.98809814453125
1063722220.jpg,13.13446044921875
10683218616.jpg,24.16180419921875
