name,hyperiqa
10004473376.jpg,0.7041529417037964
10007357496.jpg,0.6848654747009277
10007903636.jpg,0.6865395903587341
10009096245.jpg,0.48016253113746643
100117038.jpg,0.6223241090774536
10012398043.jpg,0.5597895979881287
10013822223.jpg,0.6387128233909607
10014002683.jpg,0.5038308501243591
10017119924.jpg,0.643012523651123
10020766793.jpg,0.7275974750518799
10020891105.jpg,0.38881006836891174
10022757465.jpg,0.593062698841095
10022844623.jpg,0.6372455954551697
10027545463.jpg,0.5758419036865234
10027582235.jpg,0.6691709756851196
10029841663.jpg,0.5984913110733032
10031298826.jpg,0.4404420256614685
10031913154.jpg,0.6506618857383728
10039534103.jpg,0.6150127053260803
10041870415.jpg,0.5594709515571594
10043785683.jpg,0.6448788046836853
10047832035.jpg,0.5861533284187317
10048365153.jpg,0.568351149559021
9954707815.jpg,0.4907032549381256
9960023395.jpg,0.5204147100448608
9961801436.jpg,0.2658301591873169
9962870083.jpg,0.37057802081108093
9967844514.jpg,0.5323221683502197
9973079444.jpg,0.5255952477455139
9975733946.jpg,0.5522538423538208
9977056676.jpg,0.42654144763946533
9977191265.jpg,0.5584095120429993
9978257554.jpg,0.6197057962417603
9984535544.jpg,0.6515786647796631
9991658304.jpg,0.7531368732452393
9991999836.jpg,0.6975510716438293
9994596295.jpg,0.6792504787445068
99945962959.jpg,0.3635505735874176
9995874256.jpg,0.4897138774394989
9996001596.jpg,0.35804927349090576
9923967865.jpg,0.7155067324638367
9925803176.jpg,0.6204298734664917
9927178013.jpg,0.32729196548461914
992920521.jpg,0.4701416790485382
9932883805.jpg,0.6474484205245972
9933953566.jpg,0.5857099294662476
9934338535.jpg,0.6146648526191711
9935149655.jpg,0.44378751516342163
99355212.jpg,0.5126943588256836
9935622.jpg,0.297174334526062
9936084895.jpg,0.6378493309020996
9937341544.jpg,0.6443108320236206
9941134286.jpg,0.5159381628036499
9941646054.jpg,0.4359176456928253
9942057643.jpg,0.6751508712768555
9942195273.jpg,0.6729938983917236
9945099433.jpg,0.3943040370941162
9877078626.jpg,0.6553789973258972
9878706283.jpg,0.44072821736335754
9884648494.jpg,0.5812404155731201
9884831806.jpg,0.5571463108062744
9895608016.jpg,0.45332419872283936
9895678845.jpg,0.5479226112365723
9898091624.jpg,0.3755640983581543
9905421695.jpg,0.4934979975223541
9905676544.jpg,0.43535277247428894
9906667675.jpg,0.3437758684158325
9910043795.jpg,0.6471012830734253
9910216783.jpg,0.6535866260528564
9913105155.jpg,0.5206220149993896
9915601385.jpg,0.566058874130249
9916890605.jpg,0.32928261160850525
9919248523.jpg,0.5483555793762207
9923517944.jpg,0.5042543411254883
10050349236.jpg,0.330392986536026
10091520555.jpg,0.3545899987220764
10147970884.jpg,0.6595834493637085
10186643874.jpg,0.4984801113605499
10226277514.jpg,0.32345983386039734
10278246465.jpg,0.6819204688072205
10325321.jpg,0.6474102139472961
10358252894.jpg,0.5394979119300842
10407720764.jpg,0.3827599287033081
10446770756.jpg,0.5439723134040833
10474002734.jpg,0.690197765827179
10530470795.jpg,0.30722588300704956
10568567754.jpg,0.7147901654243469
10605846204.jpg,0.6608999371528625
1063722220.jpg,0.3485228717327118
10683218616.jpg,0.672654926776886
10723077086.jpg,0.7258118987083435
10765812585.jpg,0.4616355299949646
10799853136.jpg,0.6611800789833069
1085590803.jpg,0.18943354487419128
10895044423.jpg,0.26268425583839417
10923819485.jpg,0.34051433205604553
10981006796.jpg,0.20633403956890106
11023346856.jpg,0.48845142126083374
11068654734.jpg,0.5861124396324158
11139580153.jpg,0.2781338691711426
11175538013.jpg,0.542231559753418
11241096796.jpg,0.5838561058044434
11269626135.jpg,0.6844555735588074
11302087114.jpg,0.3834773302078247
11347140483.jpg,0.55366450548172
9823593036.jpg,0.6919093728065491
9826425224.jpg,0.42208248376846313
9829643193.jpg,0.5824263691902161
9831633846.jpg,0.5805490612983704
9834223025.jpg,0.46912360191345215
9835851375.jpg,0.5528358221054077
9842027236.jpg,0.7329584956169128
9842476936.jpg,0.4559954106807709
9843144115.jpg,0.5880136489868164
9844170304.jpg,0.5769009590148926
9847211516.jpg,0.4225735366344452
9849484955.jpg,0.3622044622898102
9859562873.jpg,0.32226553559303284
9866104216.jpg,0.5023385286331177
9866692876.jpg,0.6893035173416138
9873105273.jpg,0.5112918019294739
9876829794.jpg,0.5961881279945374
9784668705.jpg,0.5267079472541809
9788787724.jpg,0.24961936473846436
9795259723.jpg,0.6444761753082275
9795395745.jpg,0.5075642466545105
97984449.jpg,0.5710253119468689
9802094923.jpg,0.26857730746269226
9805144264.jpg,0.44545868039131165
9806684784.jpg,0.6622094511985779
9808126155.jpg,0.22538505494594574
9813135.jpg,0.3344016969203949
9814999.jpg,0.38820594549179077
9819586584.jpg,0.6617832779884338
9821930934.jpg,0.47246214747428894
9822554264.jpg,0.49823278188705444
9822707366.jpg,0.6881186366081238
9822906336.jpg,0.32739126682281494
9823089054.jpg,0.25682538747787476
9765112254.jpg,0.42849981784820557
9766865862.jpg,0.3577466905117035
9766930762.jpg,0.35975027084350586
9767151984.jpg,0.24655066430568695
9767373513.jpg,0.4663933515548706
9767747482.jpg,0.36202919483184814
9768426856.jpg,0.5247958898544312
976846781.jpg,0.30366405844688416
9768559232.jpg,0.5985527038574219
9768629394.jpg,0.519776463508606
9768810935.jpg,0.693652331829071
9769299262.jpg,0.4939553737640381
9770742411.jpg,0.5315473675727844
9772275331.jpg,0.5464152693748474
9774901765.jpg,0.28155970573425293
9777290841.jpg,0.6515460014343262
9780398791.jpg,0.576816976070404
9730872137.jpg,0.3032960891723633
9731493509.jpg,0.24461530148983002
9732569997.jpg,0.6122420430183411
9733980007.jpg,0.3597434163093567
9737356732.jpg,0.5658147931098938
9737673243.jpg,0.39140430092811584
9740171796.jpg,0.5567587614059448
9741202505.jpg,0.17088592052459717
9742193422.jpg,0.6274787187576294
9743636678.jpg,0.3360305428504944
9753718946.jpg,0.6970241665840149
9754442293.jpg,0.695099949836731
9758297555.jpg,0.4000391364097595
9759154326.jpg,0.6124061942100525
9760551223.jpg,0.5344833135604858
9762345346.jpg,0.6079301834106445
9762410596.jpg,0.5285459160804749
9712984770.jpg,0.513251006603241
9713017105.jpg,0.5333874225616455
9714595106.jpg,0.4698621928691864
9716659455.jpg,0.6881577968597412
9716988368.jpg,0.6618171334266663
9719700871.jpg,0.6311843991279602
9719721958.jpg,0.5148699283599854
9720517445.jpg,0.5531379580497742
9722821291.jpg,0.2635968327522278
9723327327.jpg,0.7494373321533203
9723836931.jpg,0.6181856989860535
9723956053.jpg,0.5682045817375183
9724107986.jpg,0.6341831684112549
9724373732.jpg,0.3726844787597656
9725681826.jpg,0.5657492876052856
9726620129.jpg,0.7147696018218994
9727569377.jpg,0.6416234374046326
9695883869.jpg,0.7614883184432983
9699196303.jpg,0.5956833362579346
9700041426.jpg,0.5411683917045593
9700460977.jpg,0.53889000415802
9701303901.jpg,0.34400931000709534
9702019166.jpg,0.5344352126121521
9702746204.jpg,0.4128057062625885
9702908989.jpg,0.7200756072998047
9703418771.jpg,0.21457260847091675
970460687.jpg,0.5989767909049988
9707913077.jpg,0.6653522849082947
9707926050.jpg,0.2974492907524109
9708878805.jpg,0.48825404047966003
9709188366.jpg,0.5126672387123108
9710495757.jpg,0.624853789806366
9710823281.jpg,0.5134365558624268
9712051180.jpg,0.6552060842514038
9680493700.jpg,0.18782474100589752
9681377633.jpg,0.378366082906723
9683345746.jpg,0.4784260094165802
9684211981.jpg,0.6351789832115173
9685106937.jpg,0.29747962951660156
9686337427.jpg,0.25387871265411377
9686480737.jpg,0.21823114156723022
9687081006.jpg,0.4965795874595642
9687603044.jpg,0.2829265594482422
9687869732.jpg,0.3604698181152344
9688720350.jpg,0.40649813413619995
9689861322.jpg,0.40511295199394226
9690359369.jpg,0.5793827176094055
9692018769.jpg,0.2999667823314667
9692544079.jpg,0.25642305612564087
9694060266.jpg,0.6244412660598755
9694884270.jpg,0.41489413380622864
9660068454.jpg,0.4206407964229584
9665243526.jpg,0.6769262552261353
96655810.jpg,0.5339451432228088
9665864657.jpg,0.5716743469238281
9668766101.jpg,0.20946329832077026
9669000594.jpg,0.6211300492286682
9669015372.jpg,0.6097917556762695
9669417942.jpg,0.552700936794281
9670754375.jpg,0.6416674852371216
9671600986.jpg,0.5678030848503113
9673401997.jpg,0.4776722192764282
9674243129.jpg,0.4918995201587677
967548785.jpg,0.2939816117286682
9677255399.jpg,0.21055583655834198
9677256773.jpg,0.22046588361263275
9677297702.jpg,0.31469935178756714
9678381010.jpg,0.35782590508461
9650999310.jpg,0.371142715215683
9651547204.jpg,0.34191176295280457
9652506914.jpg,0.606644332408905
9653610008.jpg,0.6411377787590027
9653701546.jpg,0.46907302737236023
9654367147.jpg,0.6510956287384033
9654393465.jpg,0.4557203948497772
9654462771.jpg,0.6564607620239258
9655773082.jpg,0.6381636261940002
9656195199.jpg,0.4227950870990753
9657096738.jpg,0.5381002426147461
9657273121.jpg,0.4921623468399048
9657446583.jpg,0.6097668409347534
9657450632.jpg,0.4195411205291748
9657756963.jpg,0.6855772137641907
965852463.jpg,0.4564158022403717
9658774813.jpg,0.5686730742454529
9629668489.jpg,0.7121375203132629
9630240273.jpg,0.628049373626709
9630325643.jpg,0.3759889006614685
9632208628.jpg,0.42056334018707275
9633489441.jpg,0.5233017802238464
9634215065.jpg,0.46911758184432983
9638117839.jpg,0.5500907897949219
9639418449.jpg,0.5332189202308655
9641836616.jpg,0.6753161549568176
9642249347.jpg,0.44761908054351807
9642841042.jpg,0.6770649552345276
9642860901.jpg,0.6480278372764587
9642986357.jpg,0.30215683579444885
9646156379.jpg,0.5452463030815125
9646776074.jpg,0.6019725799560547
9648319367.jpg,0.6342833638191223
9648549075.jpg,0.594350278377533
9605307671.jpg,0.5757371187210083
9606718162.jpg,0.5918962955474854
9606775848.jpg,0.645553708076477
9607964223.jpg,0.5873948335647583
9609818482.jpg,0.49610084295272827
9613563930.jpg,0.6547790169715881
9613807416.jpg,0.6961511969566345
9615457112.jpg,0.5340694785118103
9615940305.jpg,0.614774227142334
9618300510.jpg,0.6084246039390564
9618361879.jpg,0.644588053226471
